Site ID,Ozone,Units,QA Code,Update_Date,Ozone F,Selected Date_Time
Shasta,38,PPB,3,3/18/2017 11:00:00 AM,-,3/18/2017 11:00:00 AM
San Benito,38,PPB,3,3/18/2017 11:00:00 AM,-,3/18/2017 11:00:00 AM
Tulare,54,PPB,3,3/18/2017 11:00:00 AM,-,3/18/2017 11:00:00 AM
Mariposa,46,PPB,3,3/18/2017 11:00:00 AM,-,3/18/2017 11:00:00 AM
San Bernardino,58,PPB,3,3/18/2017 10:00:00 AM,-,3/18/2017 10:00:00 AM
Shasta,44,PPB,3,3/18/2017 10:00:00 AM,-,3/18/2017 10:00:00 AM
San Benito,39,PPB,3,3/18/2017 10:00:00 AM,-,3/18/2017 10:00:00 AM
Tulare,53,PPB,3,3/18/2017 10:00:00 AM,-,3/18/2017 10:00:00 AM
Mariposa,50,PPB,3,3/18/2017 10:00:00 AM,-,3/18/2017 10:00:00 AM
San Bernardino,54,PPB,3,3/18/2017 9:00:00 AM,-,3/18/2017 9:00:00 AM
Shasta,47,PPB,3,3/18/2017 9:00:00 AM,-,3/18/2017 9:00:00 AM
San Benito,32,PPB,3,3/18/2017 9:00:00 AM,-,3/18/2017 9:00:00 AM
Tulare,48,PPB,3,3/18/2017 9:00:00 AM,-,3/18/2017 9:00:00 AM
Mariposa,58,PPB,3,3/18/2017 9:00:00 AM,-,3/18/2017 9:00:00 AM
San Bernardino,52,PPB,3,3/18/2017 8:00:00 AM,-,3/18/2017 8:00:00 AM
Shasta,47,PPB,3,3/18/2017 8:00:00 AM,-,3/18/2017 8:00:00 AM
San Benito,14,PPB,3,3/18/2017 8:00:00 AM,-,3/18/2017 8:00:00 AM
Tulare,37,PPB,3,3/18/2017 8:00:00 AM,-,3/18/2017 8:00:00 AM
Mariposa,62,PPB,3,3/18/2017 8:00:00 AM,-,3/18/2017 8:00:00 AM
San Bernardino,53,PPB,3,3/18/2017 7:00:00 AM,-,3/18/2017 7:00:00 AM
Shasta,49,PPB,3,3/18/2017 7:00:00 AM,-,3/18/2017 7:00:00 AM
San Benito,3,PPB,3,3/18/2017 7:00:00 AM,-,3/18/2017 7:00:00 AM
Tulare,37,PPB,3,3/18/2017 7:00:00 AM,-,3/18/2017 7:00:00 AM
Mariposa,62,PPB,3,3/18/2017 7:00:00 AM,-,3/18/2017 7:00:00 AM
San Bernardino,52,PPB,3,3/18/2017 6:00:00 AM,-,3/18/2017 6:00:00 AM
Shasta,50,PPB,3,3/18/2017 6:00:00 AM,-,3/18/2017 6:00:00 AM
San Benito,1,PPB,3,3/18/2017 6:00:00 AM,-,3/18/2017 6:00:00 AM
Tulare,41,PPB,3,3/18/2017 6:00:00 AM,-,3/18/2017 6:00:00 AM
Mariposa,66,PPB,3,3/18/2017 6:00:00 AM,-,3/18/2017 6:00:00 AM
San Bernardino,51,PPB,3,3/18/2017 5:00:00 AM,-,3/18/2017 5:00:00 AM
Shasta,53,PPB,3,3/18/2017 5:00:00 AM,-,3/18/2017 5:00:00 AM
San Benito,1,PPB,3,3/18/2017 5:00:00 AM,-,3/18/2017 5:00:00 AM
Tulare,41,PPB,3,3/18/2017 5:00:00 AM,-,3/18/2017 5:00:00 AM
Mariposa,68,PPB,3,3/18/2017 5:00:00 AM,-,3/18/2017 5:00:00 AM
San Bernardino,54,PPB,3,3/18/2017 4:00:00 AM,-,3/18/2017 4:00:00 AM
Shasta,56,PPB,3,3/18/2017 4:00:00 AM,-,3/18/2017 4:00:00 AM
San Benito,1,PPB,3,3/18/2017 4:00:00 AM,-,3/18/2017 4:00:00 AM
Tulare,39,PPB,3,3/18/2017 4:00:00 AM,-,3/18/2017 4:00:00 AM
Mariposa,68,PPB,3,3/18/2017 4:00:00 AM,-,3/18/2017 4:00:00 AM
San Bernardino,57,PPB,3,3/18/2017 3:00:00 AM,-,3/18/2017 3:00:00 AM
Shasta,56,PPB,3,3/18/2017 3:00:00 AM,-,3/18/2017 3:00:00 AM
San Benito,2,PPB,3,3/18/2017 3:00:00 AM,-,3/18/2017 3:00:00 AM
Tulare,39,PPB,3,3/18/2017 3:00:00 AM,-,3/18/2017 3:00:00 AM
Mariposa,68,PPB,3,3/18/2017 3:00:00 AM,-,3/18/2017 3:00:00 AM
San Bernardino,56,PPB,3,3/18/2017 2:00:00 AM,-,3/18/2017 2:00:00 AM
Shasta,53,PPB,3,3/18/2017 2:00:00 AM,-,3/18/2017 2:00:00 AM
San Benito,4,PPB,3,3/18/2017 2:00:00 AM,-,3/18/2017 2:00:00 AM
Tulare,38,PPB,3,3/18/2017 2:00:00 AM,-,3/18/2017 2:00:00 AM
Mariposa,67,PPB,3,3/18/2017 2:00:00 AM,-,3/18/2017 2:00:00 AM
San Bernardino,62,PPB,3,3/18/2017 1:00:00 AM,-,3/18/2017 1:00:00 AM
Shasta,50,PPB,3,3/18/2017 1:00:00 AM,-,3/18/2017 1:00:00 AM
San Benito,6,PPB,3,3/18/2017 1:00:00 AM,-,3/18/2017 1:00:00 AM
Tulare,41,PPB,3,3/18/2017 1:00:00 AM,-,3/18/2017 1:00:00 AM
Mariposa,67,PPB,3,3/18/2017 1:00:00 AM,-,3/18/2017 1:00:00 AM
San Bernardino,61,PPB,3,3/18/2017 12:00:00 AM,-,3/18/2017 12:00:00 AM
Shasta,52,PPB,3,3/18/2017 12:00:00 AM,-,3/18/2017 12:00:00 AM
San Benito,9,PPB,3,3/18/2017 12:00:00 AM,-,3/18/2017 12:00:00 AM
Tulare,42,PPB,3,3/18/2017 12:00:00 AM,-,3/18/2017 12:00:00 AM
Mariposa,66,PPB,3,3/18/2017 12:00:00 AM,-,3/18/2017 12:00:00 AM
San Bernardino,54,PPB,3,3/17/2017 11:00:00 PM,-,3/17/2017 11:00:00 PM
Shasta,50,PPB,3,3/17/2017 11:00:00 PM,-,3/17/2017 11:00:00 PM
San Benito,13,PPB,3,3/17/2017 11:00:00 PM,-,3/17/2017 11:00:00 PM
Tulare,39,PPB,3,3/17/2017 11:00:00 PM,-,3/17/2017 11:00:00 PM
Mariposa,64,PPB,3,3/17/2017 11:00:00 PM,-,3/17/2017 11:00:00 PM
San Bernardino,50,PPB,3,3/17/2017 10:00:00 PM,-,3/17/2017 10:00:00 PM
Shasta,55,PPB,3,3/17/2017 10:00:00 PM,-,3/17/2017 10:00:00 PM
San Benito,20,PPB,3,3/17/2017 10:00:00 PM,-,3/17/2017 10:00:00 PM
Tulare,37,PPB,3,3/17/2017 10:00:00 PM,-,3/17/2017 10:00:00 PM
Mariposa,61,PPB,3,3/17/2017 10:00:00 PM,-,3/17/2017 10:00:00 PM
San Bernardino,49,PPB,3,3/17/2017 9:00:00 PM,-,3/17/2017 9:00:00 PM
Shasta,49,PPB,3,3/17/2017 9:00:00 PM,-,3/17/2017 9:00:00 PM
San Benito,26,PPB,3,3/17/2017 9:00:00 PM,-,3/17/2017 9:00:00 PM
Tulare,36,PPB,3,3/17/2017 9:00:00 PM,-,3/17/2017 9:00:00 PM
Mariposa,59,PPB,3,3/17/2017 9:00:00 PM,-,3/17/2017 9:00:00 PM
San Bernardino,47,PPB,3,3/17/2017 8:00:00 PM,-,3/17/2017 8:00:00 PM
Shasta,42,PPB,3,3/17/2017 8:00:00 PM,-,3/17/2017 8:00:00 PM
San Benito,30,PPB,3,3/17/2017 8:00:00 PM,-,3/17/2017 8:00:00 PM
Tulare,34,PPB,3,3/17/2017 8:00:00 PM,-,3/17/2017 8:00:00 PM
Mariposa,53,PPB,3,3/17/2017 8:00:00 PM,-,3/17/2017 8:00:00 PM
San Bernardino,49,PPB,3,3/17/2017 7:00:00 PM,-,3/17/2017 7:00:00 PM
Shasta,23,PPB,3,3/17/2017 7:00:00 PM,-,3/17/2017 7:00:00 PM
San Benito,31,PPB,3,3/17/2017 7:00:00 PM,-,3/17/2017 7:00:00 PM
Tulare,32,PPB,3,3/17/2017 7:00:00 PM,-,3/17/2017 7:00:00 PM
Mariposa,42,PPB,3,3/17/2017 7:00:00 PM,-,3/17/2017 7:00:00 PM
San Bernardino,53,PPB,3,3/17/2017 6:00:00 PM,-,3/17/2017 6:00:00 PM
Shasta,20,PPB,3,3/17/2017 6:00:00 PM,-,3/17/2017 6:00:00 PM
San Benito,34,PPB,3,3/17/2017 6:00:00 PM,-,3/17/2017 6:00:00 PM
Tulare,35,PPB,3,3/17/2017 6:00:00 PM,-,3/17/2017 6:00:00 PM
Mariposa,39,PPB,3,3/17/2017 6:00:00 PM,-,3/17/2017 6:00:00 PM
San Bernardino,57,PPB,3,3/17/2017 5:00:00 PM,-,3/17/2017 5:00:00 PM
Shasta,35,PPB,3,3/17/2017 5:00:00 PM,-,3/17/2017 5:00:00 PM
San Benito,41,PPB,3,3/17/2017 5:00:00 PM,-,3/17/2017 5:00:00 PM
Tulare,53,PPB,3,3/17/2017 5:00:00 PM,-,3/17/2017 5:00:00 PM
Mariposa,41,PPB,3,3/17/2017 5:00:00 PM,-,3/17/2017 5:00:00 PM
San Bernardino,57,PPB,3,3/17/2017 4:00:00 PM,-,3/17/2017 4:00:00 PM
Shasta,36,PPB,3,3/17/2017 4:00:00 PM,-,3/17/2017 4:00:00 PM
San Benito,42,PPB,3,3/17/2017 4:00:00 PM,-,3/17/2017 4:00:00 PM
Tulare,55,PPB,3,3/17/2017 4:00:00 PM,-,3/17/2017 4:00:00 PM
Mariposa,42,PPB,3,3/17/2017 4:00:00 PM,-,3/17/2017 4:00:00 PM
San Bernardino,56,PPB,3,3/17/2017 3:00:00 PM,-,3/17/2017 3:00:00 PM
Shasta,35,PPB,3,3/17/2017 3:00:00 PM,-,3/17/2017 3:00:00 PM
San Benito,42,PPB,3,3/17/2017 3:00:00 PM,-,3/17/2017 3:00:00 PM
Tulare,53,PPB,3,3/17/2017 3:00:00 PM,-,3/17/2017 3:00:00 PM
Mariposa,43,PPB,3,3/17/2017 3:00:00 PM,-,3/17/2017 3:00:00 PM
San Bernardino,55,PPB,3,3/17/2017 2:00:00 PM,-,3/17/2017 2:00:00 PM
Shasta,35,PPB,3,3/17/2017 2:00:00 PM,-,3/17/2017 2:00:00 PM
San Benito,42,PPB,3,3/17/2017 2:00:00 PM,-,3/17/2017 2:00:00 PM
Tulare,51,PPB,3,3/17/2017 2:00:00 PM,-,3/17/2017 2:00:00 PM
Mariposa,43,PPB,3,3/17/2017 2:00:00 PM,-,3/17/2017 2:00:00 PM
San Bernardino,58,PPB,3,3/17/2017 1:00:00 PM,-,3/17/2017 1:00:00 PM
Shasta,40,PPB,3,3/17/2017 1:00:00 PM,-,3/17/2017 1:00:00 PM
San Benito,44,PPB,3,3/17/2017 1:00:00 PM,-,3/17/2017 1:00:00 PM
Tulare,50,PPB,3,3/17/2017 1:00:00 PM,-,3/17/2017 1:00:00 PM
Mariposa,43,PPB,3,3/17/2017 1:00:00 PM,-,3/17/2017 1:00:00 PM
San Bernardino,55,PPB,3,3/17/2017 12:00:00 PM,-,3/17/2017 12:00:00 PM
Shasta,45,PPB,3,3/17/2017 12:00:00 PM,-,3/17/2017 12:00:00 PM
San Benito,39,PPB,3,3/17/2017 12:00:00 PM,-,3/17/2017 12:00:00 PM
Tulare,49,PPB,3,3/17/2017 12:00:00 PM,-,3/17/2017 12:00:00 PM
Mariposa,44,PPB,3,3/17/2017 12:00:00 PM,-,3/17/2017 12:00:00 PM
San Bernardino,50,PPB,3,3/17/2017 11:00:00 AM,-,3/17/2017 11:00:00 AM
Shasta,50,PPB,3,3/17/2017 11:00:00 AM,-,3/17/2017 11:00:00 AM
San Benito,34,PPB,3,3/17/2017 11:00:00 AM,-,3/17/2017 11:00:00 AM
Tulare,49,PPB,3,3/17/2017 11:00:00 AM,-,3/17/2017 11:00:00 AM
Mariposa,48,PPB,3,3/17/2017 11:00:00 AM,-,3/17/2017 11:00:00 AM
San Bernardino,51,PPB,3,3/17/2017 10:00:00 AM,-,3/17/2017 10:00:00 AM
Shasta,53,PPB,3,3/17/2017 10:00:00 AM,-,3/17/2017 10:00:00 AM
San Benito,31,PPB,3,3/17/2017 10:00:00 AM,-,3/17/2017 10:00:00 AM
Tulare,50,PPB,3,3/17/2017 10:00:00 AM,-,3/17/2017 10:00:00 AM
Mariposa,50,PPB,3,3/17/2017 10:00:00 AM,-,3/17/2017 10:00:00 AM
San Bernardino,56,PPB,3,3/17/2017 9:00:00 AM,-,3/17/2017 9:00:00 AM
Shasta,54,PPB,3,3/17/2017 9:00:00 AM,-,3/17/2017 9:00:00 AM
San Benito,25,PPB,3,3/17/2017 9:00:00 AM,-,3/17/2017 9:00:00 AM
Tulare,46,PPB,3,3/17/2017 9:00:00 AM,-,3/17/2017 9:00:00 AM
Mariposa,53,PPB,3,3/17/2017 9:00:00 AM,-,3/17/2017 9:00:00 AM
San Bernardino,52,PPB,3,3/17/2017 8:00:00 AM,-,3/17/2017 8:00:00 AM
Shasta,56,PPB,3,3/17/2017 8:00:00 AM,-,3/17/2017 8:00:00 AM
San Benito,11,PPB,3,3/17/2017 8:00:00 AM,-,3/17/2017 8:00:00 AM
Tulare,34,PPB,3,3/17/2017 8:00:00 AM,-,3/17/2017 8:00:00 AM
Mariposa,62,PPB,3,3/17/2017 8:00:00 AM,-,3/17/2017 8:00:00 AM
San Bernardino,50,PPB,3,3/17/2017 7:00:00 AM,-,3/17/2017 7:00:00 AM
Shasta,60,PPB,3,3/17/2017 7:00:00 AM,-,3/17/2017 7:00:00 AM
San Benito,3,PPB,3,3/17/2017 7:00:00 AM,-,3/17/2017 7:00:00 AM
Tulare,33,PPB,3,3/17/2017 7:00:00 AM,-,3/17/2017 7:00:00 AM
Mariposa,62,PPB,3,3/17/2017 7:00:00 AM,-,3/17/2017 7:00:00 AM
Shasta,48,PPB,3,3/5/2017 8:00,-,3/5/2017 8:00
San Benito,45,PPB,3,3/5/2017 8:00,-,3/5/2017 8:00
Tulare,-,-,3,3/5/2017 8:00,-,3/5/2017 8:00
Mariposa,44,PPB,3,3/5/2017 8:00,-,3/5/2017 8:00
San Bernardino,58,PPB,3,3/5/2017 7:00,-,3/5/2017 7:00
Shasta,49,PPB,3,3/5/2017 7:00,-,3/5/2017 7:00
San Benito,43,PPB,3,3/5/2017 7:00,-,3/5/2017 7:00
Tulare,-,-,3,3/5/2017 7:00,-,3/5/2017 7:00
Mariposa,45,PPB,3,3/5/2017 7:00,-,3/5/2017 7:00
San Bernardino,58,PPB,3,3/5/2017 6:00,-,3/5/2017 6:00
Shasta,49,PPB,3,3/5/2017 6:00,-,3/5/2017 6:00
San Benito,27,PPB,3,3/5/2017 6:00,-,3/5/2017 6:00
Tulare,-,-,3,3/5/2017 6:00,-,3/5/2017 6:00
Mariposa,45,PPB,3,3/5/2017 6:00,-,3/5/2017 6:00
San Bernardino,60,PPB,3,3/5/2017 5:00,-,3/5/2017 5:00
Shasta,50,PPB,3,3/5/2017 5:00,-,3/5/2017 5:00
San Benito,27,PPB,3,3/5/2017 5:00,-,3/5/2017 5:00
Tulare,-,-,3,3/5/2017 5:00,-,3/5/2017 5:00
Mariposa,42,PPB,3,3/5/2017 5:00,-,3/5/2017 5:00
San Bernardino,61,PPB,3,3/5/2017 4:00,-,3/5/2017 4:00
Shasta,50,PPB,3,3/5/2017 4:00,-,3/5/2017 4:00
San Benito,25,PPB,3,3/5/2017 4:00,-,3/5/2017 4:00
Tulare,-,-,3,3/5/2017 4:00,-,3/5/2017 4:00
Mariposa,45,PPB,3,3/5/2017 4:00,-,3/5/2017 4:00
San Bernardino,60,PPB,3,3/5/2017 3:00,-,3/5/2017 3:00
Shasta,50,PPB,3,3/5/2017 3:00,-,3/5/2017 3:00
San Benito,28,PPB,3,3/5/2017 3:00,-,3/5/2017 3:00
Tulare,-,-,3,3/5/2017 3:00,-,3/5/2017 3:00
Mariposa,49,PPB,3,3/5/2017 3:00,-,3/5/2017 3:00
San Bernardino,61,PPB,3,3/5/2017 2:00,-,3/5/2017 2:00
Shasta,49,PPB,3,3/5/2017 2:00,-,3/5/2017 2:00
San Benito,25,PPB,3,3/5/2017 2:00,-,3/5/2017 2:00
Tulare,-,-,3,3/5/2017 2:00,-,3/5/2017 2:00
Mariposa,52,PPB,3,3/5/2017 2:00,-,3/5/2017 2:00
San Bernardino,59,PPB,3,3/5/2017 1:00,-,3/5/2017 1:00
Shasta,49,PPB,3,3/5/2017 1:00,-,3/5/2017 1:00
San Benito,33,PPB,3,3/5/2017 1:00,-,3/5/2017 1:00
Tulare,-,-,3,3/5/2017 1:00,-,3/5/2017 1:00
Mariposa,53,PPB,3,3/5/2017 1:00,-,3/5/2017 1:00
San Bernardino,58,PPB,3,3/5/2017 0:00,-,3/5/2017 0:00
Shasta,49,PPB,3,3/5/2017 0:00,-,3/5/2017 0:00
San Benito,34,PPB,3,3/5/2017 0:00,-,3/5/2017 0:00
Tulare,-,-,3,3/5/2017 0:00,-,3/5/2017 0:00
Mariposa,51,PPB,3,3/5/2017 0:00,-,3/5/2017 0:00
San Bernardino,57,PPB,3,3/4/2017 23:00,-,3/4/2017 23:00
Shasta,46,PPB,3,3/4/2017 23:00,-,3/4/2017 23:00
San Benito,34,PPB,3,3/4/2017 23:00,-,3/4/2017 23:00
Tulare,-,-,3,3/4/2017 23:00,-,3/4/2017 23:00
Mariposa,50,PPB,3,3/4/2017 23:00,-,3/4/2017 23:00
San Bernardino,56,PPB,3,3/4/2017 22:00,-,3/4/2017 22:00
Shasta,46,PPB,3,3/4/2017 22:00,-,3/4/2017 22:00
San Benito,24,PPB,3,3/4/2017 22:00,-,3/4/2017 22:00
Tulare,-,-,3,3/4/2017 22:00,-,3/4/2017 22:00
Mariposa,50,PPB,3,3/4/2017 22:00,-,3/4/2017 22:00
San Bernardino,56,PPB,3,3/4/2017 21:00,-,3/4/2017 21:00
Shasta,44,PPB,3,3/4/2017 21:00,-,3/4/2017 21:00
San Benito,22,PPB,3,3/4/2017 21:00,-,3/4/2017 21:00
Tulare,-,-,3,3/4/2017 21:00,-,3/4/2017 21:00
Mariposa,50,PPB,3,3/4/2017 21:00,-,3/4/2017 21:00
San Bernardino,56,PPB,3,3/4/2017 20:00,-,3/4/2017 20:00
Shasta,42,PPB,3,3/4/2017 20:00,-,3/4/2017 20:00
San Benito,29,PPB,3,3/4/2017 20:00,-,3/4/2017 20:00
Tulare,-,-,3,3/4/2017 20:00,-,3/4/2017 20:00
Mariposa,49,PPB,3,3/4/2017 20:00,-,3/4/2017 20:00
San Bernardino,56,PPB,3,3/4/2017 19:00,-,3/4/2017 19:00
Shasta,41,PPB,3,3/4/2017 19:00,-,3/4/2017 19:00
San Benito,38,PPB,3,3/4/2017 19:00,-,3/4/2017 19:00
Tulare,-,-,3,3/4/2017 19:00,-,3/4/2017 19:00
Mariposa,48,PPB,3,3/4/2017 19:00,-,3/4/2017 19:00
San Bernardino,55,PPB,3,3/4/2017 18:00,-,3/4/2017 18:00
Shasta,43,PPB,3,3/4/2017 18:00,-,3/4/2017 18:00
San Benito,40,PPB,3,3/4/2017 18:00,-,3/4/2017 18:00
Tulare,-,-,3,3/4/2017 18:00,-,3/4/2017 18:00
Mariposa,49,PPB,3,3/4/2017 18:00,-,3/4/2017 18:00
San Bernardino,55,PPB,3,3/4/2017 17:00,-,3/4/2017 17:00
Shasta,43,PPB,3,3/4/2017 17:00,-,3/4/2017 17:00
San Benito,42,PPB,3,3/4/2017 17:00,-,3/4/2017 17:00
Tulare,-,-,3,3/4/2017 17:00,-,3/4/2017 17:00
Mariposa,50,PPB,3,3/4/2017 17:00,-,3/4/2017 17:00
San Bernardino,57,PPB,3,3/4/2017 16:00,-,3/4/2017 16:00
Shasta,43,PPB,3,3/4/2017 16:00,-,3/4/2017 16:00
San Benito,43,PPB,3,3/4/2017 16:00,-,3/4/2017 16:00
Tulare,-,-,3,3/4/2017 16:00,-,3/4/2017 16:00
Mariposa,51,PPB,3,3/4/2017 16:00,-,3/4/2017 16:00
San Bernardino,57,PPB,3,3/4/2017 15:00,-,3/4/2017 15:00
Shasta,42,PPB,3,3/4/2017 15:00,-,3/4/2017 15:00
San Benito,44,PPB,3,3/4/2017 15:00,-,3/4/2017 15:00
Tulare,-,-,3,3/4/2017 15:00,-,3/4/2017 15:00
Mariposa,52,PPB,3,3/4/2017 15:00,-,3/4/2017 15:00
San Bernardino,56,PPB,3,3/4/2017 14:00,-,3/4/2017 14:00
Shasta,39,PPB,3,3/4/2017 14:00,-,3/4/2017 14:00
San Benito,44,PPB,3,3/4/2017 14:00,-,3/4/2017 14:00
Tulare,-,-,3,3/4/2017 14:00,-,3/4/2017 14:00
Mariposa,51,PPB,3,3/4/2017 14:00,-,3/4/2017 14:00
San Bernardino,56,PPB,3,3/4/2017 13:00,-,3/4/2017 13:00
Shasta,39,PPB,3,3/4/2017 13:00,-,3/4/2017 13:00
San Benito,42,PPB,3,3/4/2017 13:00,-,3/4/2017 13:00
Tulare,-,-,3,3/4/2017 13:00,-,3/4/2017 13:00
Mariposa,49,PPB,3,3/4/2017 13:00,-,3/4/2017 13:00
San Bernardino,55,PPB,3,3/4/2017 12:00,-,3/4/2017 12:00
Shasta,40,PPB,3,3/4/2017 12:00,-,3/4/2017 12:00
San Benito,38,PPB,3,3/4/2017 12:00,-,3/4/2017 12:00
Tulare,-,-,3,3/4/2017 12:00,-,3/4/2017 12:00
Mariposa,50,PPB,3,3/4/2017 12:00,-,3/4/2017 12:00
San Bernardino,54,PPB,3,3/4/2017 11:00,-,3/4/2017 11:00
Shasta,46,PPB,3,3/4/2017 11:00,-,3/4/2017 11:00
San Benito,35,PPB,3,3/4/2017 11:00,-,3/4/2017 11:00
Tulare,-,-,3,3/4/2017 11:00,-,3/4/2017 11:00
Mariposa,48,PPB,3,3/4/2017 11:00,-,3/4/2017 11:00
San Bernardino,54,PPB,3,3/4/2017 10:00,-,3/4/2017 10:00
Shasta,49,PPB,3,3/4/2017 10:00,-,3/4/2017 10:00
San Benito,37,PPB,3,3/4/2017 10:00,-,3/4/2017 10:00
Tulare,-,-,3,3/4/2017 10:00,-,3/4/2017 10:00
Mariposa,44,PPB,3,3/4/2017 10:00,-,3/4/2017 10:00
San Bernardino,54,PPB,3,3/4/2017 9:00,-,3/4/2017 9:00
Shasta,54,PPB,3,3/4/2017 9:00,-,3/4/2017 9:00
San Benito,36,PPB,3,3/4/2017 9:00,-,3/4/2017 9:00
Tulare,-,-,3,3/4/2017 9:00,-,3/4/2017 9:00
Mariposa,45,PPB,3,3/4/2017 9:00,-,3/4/2017 9:00
San Bernardino,54,PPB,3,3/4/2017 8:00,-,3/4/2017 8:00
Shasta,56,PPB,3,3/4/2017 8:00,-,3/4/2017 8:00
San Benito,25,PPB,3,3/4/2017 8:00,-,3/4/2017 8:00
Tulare,-,-,3,3/4/2017 8:00,-,3/4/2017 8:00
Mariposa,48,PPB,3,3/4/2017 8:00,-,3/4/2017 8:00
San Bernardino,54,PPB,3,3/4/2017 7:00,-,3/4/2017 7:00
Shasta,56,PPB,3,3/4/2017 7:00,-,3/4/2017 7:00
San Benito,9,PPB,3,3/4/2017 7:00,-,3/4/2017 7:00
Tulare,-,-,3,3/4/2017 7:00,-,3/4/2017 7:00
Mariposa,49,PPB,3,3/4/2017 7:00,-,3/4/2017 7:00
San Bernardino,53,PPB,3,3/4/2017 6:00,-,3/4/2017 6:00
Shasta,54,PPB,3,3/4/2017 6:00,-,3/4/2017 6:00
San Benito,13,PPB,3,3/4/2017 6:00,-,3/4/2017 6:00
Tulare,-,-,3,3/4/2017 6:00,-,3/4/2017 6:00
Mariposa,48,PPB,3,3/4/2017 6:00,-,3/4/2017 6:00
San Bernardino,53,PPB,3,3/4/2017 5:00,-,3/4/2017 5:00
Shasta,54,PPB,3,3/4/2017 5:00,-,3/4/2017 5:00
San Benito,12,PPB,3,3/4/2017 5:00,-,3/4/2017 5:00
Tulare,-,-,3,3/4/2017 5:00,-,3/4/2017 5:00
Mariposa,47,PPB,3,3/4/2017 5:00,-,3/4/2017 5:00
San Bernardino,53,PPB,3,3/4/2017 4:00,-,3/4/2017 4:00
Shasta,52,PPB,3,3/4/2017 4:00,-,3/4/2017 4:00
San Benito,13,PPB,3,3/4/2017 4:00,-,3/4/2017 4:00
Tulare,-,-,3,3/4/2017 4:00,-,3/4/2017 4:00
Mariposa,47,PPB,3,3/4/2017 4:00,-,3/4/2017 4:00
San Bernardino,53,PPB,3,3/4/2017 3:00,-,3/4/2017 3:00
Shasta,53,PPB,3,3/4/2017 3:00,-,3/4/2017 3:00
San Benito,11,PPB,3,3/4/2017 3:00,-,3/4/2017 3:00
Tulare,-,-,3,3/4/2017 3:00,-,3/4/2017 3:00
Mariposa,47,PPB,3,3/4/2017 3:00,-,3/4/2017 3:00
San Bernardino,52,PPB,3,3/4/2017 2:00,-,3/4/2017 2:00
Shasta,54,PPB,3,3/4/2017 2:00,-,3/4/2017 2:00
San Benito,12,PPB,3,3/4/2017 2:00,-,3/4/2017 2:00
Tulare,-,-,3,3/4/2017 2:00,-,3/4/2017 2:00
Mariposa,46,PPB,3,3/4/2017 2:00,-,3/4/2017 2:00
San Bernardino,51,PPB,3,3/4/2017 1:00,-,3/4/2017 1:00
Shasta,49,PPB,3,3/4/2017 1:00,-,3/4/2017 1:00
San Benito,16,PPB,3,3/4/2017 1:00,-,3/4/2017 1:00
Tulare,-,-,3,3/4/2017 1:00,-,3/4/2017 1:00
Mariposa,45,PPB,3,3/4/2017 1:00,-,3/4/2017 1:00
San Bernardino,51,PPB,3,3/4/2017 0:00,-,3/4/2017 0:00
Shasta,41,PPB,3,3/4/2017 0:00,-,3/4/2017 0:00
San Benito,18,PPB,3,3/4/2017 0:00,-,3/4/2017 0:00
Tulare,-,-,3,3/4/2017 0:00,-,3/4/2017 0:00
Mariposa,44,PPB,3,3/4/2017 0:00,-,3/4/2017 0:00
San Bernardino,51,PPB,3,3/3/2017 23:00,-,3/3/2017 23:00
Shasta,41,PPB,3,3/3/2017 23:00,-,3/3/2017 23:00
San Benito,17,PPB,3,3/3/2017 23:00,-,3/3/2017 23:00
Tulare,-,-,3,3/3/2017 23:00,-,3/3/2017 23:00
Mariposa,43,PPB,3,3/3/2017 23:00,-,3/3/2017 23:00
San Bernardino,52,PPB,3,3/3/2017 22:00,-,3/3/2017 22:00
Shasta,43,PPB,3,3/3/2017 22:00,-,3/3/2017 22:00
San Benito,22,PPB,3,3/3/2017 22:00,-,3/3/2017 22:00
Tulare,-,-,3,3/3/2017 22:00,-,3/3/2017 22:00
Mariposa,41,PPB,3,3/3/2017 22:00,-,3/3/2017 22:00
San Bernardino,52,PPB,3,3/3/2017 21:00,-,3/3/2017 21:00
Shasta,48,PPB,3,3/3/2017 21:00,-,3/3/2017 21:00
San Benito,27,PPB,3,3/3/2017 21:00,-,3/3/2017 21:00
Tulare,-,-,3,3/3/2017 21:00,-,3/3/2017 21:00
Mariposa,41,PPB,3,3/3/2017 21:00,-,3/3/2017 21:00
San Bernardino,52,PPB,3,3/3/2017 20:00,-,3/3/2017 20:00
Shasta,49,PPB,3,3/3/2017 20:00,-,3/3/2017 20:00
San Benito,33,PPB,3,3/3/2017 20:00,-,3/3/2017 20:00
Tulare,-,-,3,3/3/2017 20:00,-,3/3/2017 20:00
Mariposa,40,PPB,3,3/3/2017 20:00,-,3/3/2017 20:00
San Bernardino,50,PPB,3,3/3/2017 19:00,-,3/3/2017 19:00
Shasta,45,PPB,3,3/3/2017 19:00,-,3/3/2017 19:00
San Benito,38,PPB,3,3/3/2017 19:00,-,3/3/2017 19:00
Tulare,-,-,3,3/3/2017 19:00,-,3/3/2017 19:00
Mariposa,38,PPB,3,3/3/2017 19:00,-,3/3/2017 19:00
San Bernardino,53,PPB,3,3/3/2017 18:00,-,3/3/2017 18:00
Shasta,38,PPB,3,3/3/2017 18:00,-,3/3/2017 18:00
