COUNTY,Week,Year,DATEOFF,Ca,Cl,HNO3,HNO3 PPB,K,Mg,Na,NH4,NO3,SO2,SO2 PPB,SO4,TNO3,DATEON
Tulare,21,2021,5/25/2021 8:00:00 AM,0.278,0.194,0.706,0.274,0.115,0.086,0.367,0.371,0.98,1.016,0.388,0.959,1.675,5/18/2021
Tulare,21,2022,5/31/2022 8:00:00 AM,0.363,0.044,1.317,0.511,0.154,0.09,0.229,0.482,0.926,1.437,0.548,1.221,2.222,5/24/2022
Tulare,22,2015,6/2/2015 8:00,0.345,0.016,2.41,0.935,0.123,0.071,0.156,0.941,0.832,2.635,1.006,2.314,3.204,5/26/2015
Tulare,22,2016,5/31/2016 8:00:00 AM,0.171,0.016,1.037,0.402,0.099,0.053,0.209,0.561,0.596,0.961,0.367,1.512,1.616,5/24/2016
Tulare,22,2017,6/6/2017 8:00,0.246,0.017,1.719,0.667,0.126,0.063,0.226,0.816,0.707,1.433,0.547,2.112,2.399,5/30/2017
Tulare,22,2018,6/5/2018 8:00,0.324,0.303,1.115,0.433,0.152,0.124,0.639,0.449,1.313,1.696,0.647,1.504,2.411,5/29/2018
Tulare,22,2019,6/4/2019 8:00,0.113,0.016,1.295,0.502,0.088,0.035,0.128,0.61,0.334,0.676,0.258,1.627,1.609,5/28/2019
Tulare,22,2020,6/2/2020 8:00,0.334,0.038,0.914,0.355,0.211,0.072,0.205,0.458,0.758,1.21,0.462,1.28,1.657,5/26/2020
Tulare,22,2021,6/1/2021 8:00,0.286,0.04,1.616,0.627,0.133,0.091,0.357,0.468,1.105,1.906,0.727,1.276,2.694,5/25/2021
Tulare,22,2022,6/7/2022 8:00,0.284,0.016,1.289,0.5,0.128,0.062,0.128,0.317,0.597,1.318,0.503,0.807,1.866,5/31/2022
Tulare,23,2015,6/9/2015 8:00,0.268,0.019,1.415,0.549,0.111,0.075,0.211,0.496,0.761,1.273,0.486,1.319,2.153,6/2/2015
Tulare,23,2016,6/7/2016 8:00,0.33,0.016,1.739,0.675,0.165,0.075,0.148,0.66,0.505,2.197,0.838,1.778,2.216,5/31/2016
Tulare,23,2017,6/13/2017 8:00:00 AM,0.291,0.077,0.903,0.35,0.335,0.077,0.295,0.484,1.01,1.367,0.522,1.6,1.899,6/6/2017
Tulare,23,2018,6/12/2018 8:00,0.385,0.069,1.238,0.48,0.176,0.124,0.523,0.513,1.689,1.765,0.674,1.449,2.907,6/5/2018
Tulare,23,2019,6/11/2019 8:00,0.238,0.026,1.34,0.52,0.123,0.066,0.255,0.495,0.663,1.184,0.452,1.369,1.982,6/4/2019
Tulare,23,2020,6/9/2020 8:00,0.262,0.144,0.892,0.346,0.142,0.079,0.349,0.488,0.725,1.042,0.398,1.494,1.603,6/2/2020
Tulare,23,2021,6/8/2021 8:00,0.371,0.301,1.849,0.717,0.158,0.122,0.525,0.549,1.11,2.451,0.935,1.563,2.93,6/1/2021
Tulare,23,2022,6/14/2022 8:00:00 AM,0.356,0.025,1.99,0.772,0.128,0.069,0.163,0.521,0.636,1.891,0.722,1.398,2.595,6/7/2022
Tulare,24,2015,6/16/2015 8:00:00 AM,0.341,0.048,1.628,0.632,0.12,0.067,0.213,0.612,0.6,1.439,0.549,1.603,2.202,6/9/2015
Tulare,24,2016,6/14/2016 8:00:00 AM,0.334,0.016,2.202,0.854,0.165,0.081,0.247,0.732,0.978,2.217,0.846,2.033,3.145,6/7/2016
Tulare,24,2017,6/20/2017 8:00:00 AM,0.274,0.016,1.794,0.696,0.125,0.063,0.181,0.868,0.481,2.205,0.842,2.244,2.247,6/13/2017
Tulare,24,2018,6/19/2018 8:00:00 AM,0.532,0.088,1.217,0.472,0.182,0.128,0.423,0.592,1.21,1.593,0.608,1.777,2.409,6/12/2018
Tulare,24,2019,6/18/2019 8:00:00 AM,0.262,0.016,1.701,0.66,0.137,0.071,0.17,0.79,0.507,1.631,0.622,2.123,2.181,6/11/2019
Tulare,24,2020,6/16/2020 8:00:00 AM,0.178,0.019,0.886,0.344,0.094,0.043,0.112,0.313,0.499,1.171,0.447,0.75,1.371,6/9/2020
Tulare,24,2021,6/15/2021 8:00:00 AM,0.339,0.025,1.246,0.483,0.157,0.087,0.255,0.522,1.15,1.853,0.707,1.268,2.376,6/8/2021
Tulare,24,2022,6/21/2022 8:00:00 AM,0.375,0.095,1.283,0.498,0.173,0.086,0.255,0.405,0.886,1.457,0.556,0.982,2.148,6/14/2022
Tulare,25,2015,6/23/2015 8:00:00 AM,0.297,0.104,2.431,0.943,0.13,0.083,0.365,0.672,0.966,2.686,1.025,1.782,3.358,6/16/2015
Tulare,25,2016,6/21/2016 8:00:00 AM,0.28,0.02,1.481,0.575,0.15,0.074,0.267,0.639,1.001,2.38,0.908,1.628,2.458,6/14/2016
Tulare,25,2017,6/27/2017 8:00:00 AM,0.338,0.015,2.169,0.842,0.125,0.071,0.247,0.911,0.627,2.081,0.794,2.215,2.762,6/20/2017
Tulare,25,2018,6/26/2018 8:00:00 AM,0.34,0.016,2.112,0.819,0.159,0.088,0.271,0.85,0.788,2.644,1.009,2.187,2.866,6/19/2018
Tulare,25,2019,6/25/2019 8:00:00 AM,0.27,0.016,1.899,0.737,0.131,0.078,0.288,0.779,0.751,1.955,0.746,2.087,2.62,6/18/2019
Tulare,25,2020,6/23/2020 8:00:00 AM,0.302,0.018,1.606,0.623,0.18,0.072,0.206,0.623,0.621,2.12,0.809,1.574,2.202,6/16/2020
Tulare,25,2021,6/22/2021 8:00:00 AM,0.515,0.06,2.445,0.949,0.232,0.118,0.256,0.767,1.034,2.464,0.94,2.058,3.44,6/15/2021
Tulare,25,2022,6/28/2022 8:00:00 AM,0.315,0.029,1.73,0.671,0.115,0.067,0.134,0.471,0.501,1.375,0.525,1.209,2.204,6/21/2022
Tulare,26,2015,6/30/2015 8:00:00 AM,0.347,0.016,2.71,1.052,0.138,0.088,0.309,0.845,1.005,2.578,0.984,2.124,3.672,6/23/2015
Tulare,26,2016,6/28/2016 8:00:00 AM,0.333,0.03,2.032,0.788,0.165,0.078,0.191,0.693,0.675,2.941,1.122,1.711,2.674,6/21/2016
Tulare,26,2017,7/4/2017 8:00,0.325,0.018,2.208,0.857,0.171,0.086,0.311,0.785,0.936,2.517,0.961,2.121,3.109,6/27/2017
Tulare,26,2018,7/3/2018 8:00,0.313,0.019,1.864,0.723,0.162,0.102,0.444,0.691,1.045,2.796,1.067,1.94,2.879,6/26/2018
Tulare,26,2019,7/2/2019 8:00,0.3,0.019,1.77,0.687,0.195,0.074,0.23,0.634,0.933,1.817,0.693,1.607,2.675,6/25/2019
Tulare,26,2020,6/30/2020 8:00:00 AM,0.395,0.257,1.767,0.686,0.203,0.126,0.471,0.701,0.801,2.11,0.805,2.012,2.539,6/23/2020
Tulare,26,2021,6/29/2021 8:00:00 AM,0.373,0.016,2.162,0.839,0.149,0.073,0.121,0.709,0.642,2.281,0.871,1.735,2.769,6/22/2021
Tulare,26,2022,7/5/2022 8:00,0.304,0.033,1.748,0.678,0.209,0.088,0.201,0.44,0.771,1.822,0.695,1.164,2.491,6/28/2022
Tulare,27,2015,7/7/2015 8:00,0.228,0.016,2.351,0.912,0.142,0.051,0.086,0.702,0.515,1.418,0.541,1.705,2.828,6/30/2015
Tulare,27,2016,7/5/2016 8:00,0.339,0.027,2.041,0.792,0.128,0.078,0.292,0.698,0.741,2.178,0.831,1.846,2.75,6/28/2016
Tulare,27,2017,7/11/2017 8:00,0.428,0.016,2.363,0.917,0.32,0.092,0.202,0.872,0.749,2.291,0.874,2.4,3.074,7/4/2017
Tulare,27,2018,7/10/2018 8:00,0.49,0.027,2.291,0.889,0.326,0.116,0.296,0.909,1.129,2.811,1.073,2.371,3.383,7/3/2018
Tulare,27,2019,7/9/2019 8:00,0.216,0.028,1.688,0.655,0.207,0.083,0.314,0.706,0.86,1.939,0.74,1.945,2.521,7/2/2019
Tulare,27,2020,7/7/2020 8:00,0.335,0.085,1.654,0.642,0.312,0.11,0.385,0.597,1.067,2.232,0.852,1.751,2.695,6/30/2020
Tulare,27,2021,7/6/2021 8:00,0.356,0.016,2.441,0.947,0.198,0.079,0.141,0.716,0.657,2.041,0.779,1.756,3.059,6/29/2021
Tulare,27,2022,7/12/2022 8:00,0.396,0.016,2.337,0.907,0.199,0.081,0.111,0.734,0.771,1.85,0.706,1.799,3.071,7/5/2022
Tulare,28,2015,7/14/2015 8:00:00 AM,0.373,0.016,2.2,0.854,0.124,0.081,0.312,0.71,1.229,1.41,0.538,1.891,3.394,7/7/2015
Tulare,28,2016,7/12/2016 8:00,0.271,0.018,1.844,0.716,0.207,0.07,0.195,0.507,0.784,1.834,0.7,1.351,2.599,7/5/2016
Tulare,28,2017,7/18/2017 8:00:00 AM,0.36,0.018,2.22,0.861,0.211,0.085,0.276,0.649,0.787,1.769,0.675,1.682,2.971,7/11/2017
Tulare,28,2018,7/17/2018 8:00:00 AM,0.424,0.015,2.081,0.807,0.179,0.088,0.19,0.795,0.755,1.991,0.76,2.036,2.803,7/10/2018
Tulare,28,2019,7/16/2019 8:00:00 AM,0.258,0.016,2.286,0.887,0.131,0.057,0.124,0.826,0.503,2.11,0.805,2.008,2.753,7/9/2019
Tulare,28,2020,7/14/2020 8:00:00 AM,0.353,0.122,1.952,0.757,0.224,0.086,0.303,0.632,0.834,2.202,0.84,1.718,2.756,7/7/2020
Tulare,28,2021,7/13/2021 8:00:00 AM,0.397,0.041,2.736,1.062,0.332,0.095,0.219,0.602,0.803,2.238,0.854,1.731,3.495,7/6/2021
Tulare,28,2022,7/19/2022 8:00:00 AM,0.47,0.04,2.434,0.944,0.165,0.095,0.25,0.708,0.84,1.876,0.716,1.878,3.235,7/12/2022
Tulare,29,2015,7/21/2015 8:00:00 AM,0.241,0.016,2.169,0.842,0.121,0.055,0.18,0.509,0.667,1.191,0.455,1.53,2.802,7/14/2015
Tulare,29,2016,7/19/2016 8:00:00 AM,0.272,0.016,2.15,0.834,0.118,0.063,0.195,0.584,0.64,2.056,0.785,1.451,2.756,7/12/2016
Tulare,29,2017,7/25/2017 8:00:00 AM,0.338,0.017,2.198,0.853,0.211,0.078,0.26,0.582,0.769,1.341,0.512,1.375,2.933,7/18/2017
Tulare,29,2018,7/24/2018 8:00:00 AM,0.41,0.016,2.397,0.93,0.168,0.083,0.19,0.88,0.692,2.047,0.781,2.323,3.051,7/17/2018
Tulare,29,2019,7/23/2019 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,7/16/2019
Tulare,29,2020,7/21/2020 8:00:00 AM,0.441,0.021,2.449,0.95,0.22,0.11,0.357,0.836,1.094,2.212,0.844,2.21,3.504,7/14/2020
Tulare,29,2021,7/20/2021 8:00:00 AM,0.381,0.015,2.667,1.035,0.154,0.085,0.25,0.531,0.715,1.612,0.615,1.54,3.34,7/13/2021
Tulare,29,2022,7/26/2022 8:00:00 AM,0.379,0.068,2.143,0.832,0.147,0.083,0.172,0.462,0.671,1.53,0.584,1.135,2.78,7/19/2022
Tulare,30,2015,7/28/2015 8:00:00 AM,0.27,0.023,1.98,0.768,0.107,0.069,0.268,0.559,0.899,1.125,0.429,1.504,2.848,7/21/2015
Tulare,30,2016,7/26/2016 8:00:00 AM,0.386,0.018,2.686,1.042,0.159,0.079,0.155,0.662,0.761,2.069,0.79,1.584,3.404,7/19/2016
Tulare,30,2017,8/1/2017 8:00,0.374,0.018,2.121,0.823,0.144,0.078,0.201,0.61,0.67,1.312,0.501,1.622,2.757,7/25/2017
Tulare,30,2018,7/31/2018 8:00:00 AM,0.437,0.016,2.397,0.93,0.252,0.082,0.18,0.861,0.668,1.803,0.688,1.817,3.026,7/24/2018
Tulare,30,2019,7/30/2019 8:00:00 AM,0.258,0.015,1.801,0.699,0.13,0.056,0.135,0.688,0.457,1.186,0.453,1.687,2.23,7/23/2019
Tulare,30,2020,7/28/2020 8:00:00 AM,0.356,0.016,2.076,0.806,0.164,0.082,0.183,0.798,0.717,1.603,0.612,2.058,2.76,7/21/2020
Tulare,30,2021,7/27/2021 8:00:00 AM,0.354,0.055,2.133,0.828,0.146,0.101,0.37,0.445,0.894,1.44,0.55,1.347,2.993,7/20/2021
Tulare,30,2022,8/2/2022 8:00,0.481,0.019,2.589,1.005,0.168,0.088,0.152,0.57,0.796,1.448,0.553,1.348,3.344,7/26/2022
Tulare,31,2015,8/4/2015 8:00,-,-,-,-,-,-,-,-,-,-,-,-,-,7/28/2015
Tulare,31,2016,8/2/2016 8:00,0.373,0.042,2.713,1.053,0.204,0.071,0.175,0.727,0.615,2.058,0.785,1.621,3.285,7/26/2016
Tulare,31,2017,8/8/2017 8:00,0.334,0.016,1.834,0.712,0.131,0.061,0.109,0.546,0.491,0.948,0.362,1.236,2.296,8/1/2017
Tulare,31,2018,8/7/2018 8:00,0.436,0.031,2.203,0.855,0.325,0.079,0.167,0.775,0.791,1.632,0.623,1.439,2.959,7/31/2018
Tulare,31,2019,8/6/2019 8:00,0.335,0.016,2.185,0.848,0.145,0.086,0.27,0.632,0.844,1.641,0.626,1.599,2.994,7/30/2019
Tulare,31,2020,8/4/2020 8:00,0.406,0.025,2.026,0.786,0.159,0.081,0.155,0.977,0.72,1.898,0.724,2.354,2.714,7/28/2020
Tulare,31,2021,8/3/2021 8:00,0.299,0.016,1.769,0.686,0.132,0.074,0.151,0.564,0.493,0.851,0.325,1.46,2.234,7/27/2021
Tulare,31,2022,8/9/2022 8:00,0.411,0.016,2.78,1.079,0.147,0.079,0.176,0.713,0.961,1.087,0.415,1.676,3.697,8/2/2022
Tulare,32,2015,8/11/2015 8:00,0.517,0.017,2.957,1.147,0.182,0.116,0.423,0.725,1.667,1.614,0.616,1.96,4.576,8/4/2015
Tulare,32,2016,8/9/2016 8:00,0.371,0.03,2.316,0.899,0.192,0.079,0.222,0.652,0.848,1.595,0.609,1.365,3.127,8/2/2016
Tulare,32,2017,8/15/2017 8:00:00 AM,0.325,0.016,1.848,0.717,0.154,0.064,0.14,0.561,0.624,1.115,0.426,1.228,2.442,8/8/2017
Tulare,32,2018,8/14/2018 8:00:00 AM,0.527,0.027,2.359,0.915,0.307,0.089,0.149,0.929,0.836,1.688,0.644,1.688,3.157,8/7/2018
Tulare,32,2019,8/13/2019 8:00:00 AM,0.329,0.016,1.908,0.74,0.152,0.065,0.136,0.568,0.678,1.158,0.442,1.403,2.555,8/6/2019
Tulare,32,2020,8/11/2020 8:00,0.404,0.017,1.833,0.711,0.19,0.107,0.299,0.519,0.956,1.392,0.531,1.406,2.76,8/4/2020
Tulare,32,2021,8/10/2021 8:00,0.524,0.023,2.497,0.969,0.287,0.1,0.145,0.712,0.828,1.423,0.543,1.438,3.286,8/3/2021
Tulare,32,2022,8/16/2022 8:00:00 AM,0.601,0.04,2.408,0.934,0.191,0.111,0.236,0.625,1.254,1.481,0.565,1.675,3.624,8/9/2022
Tulare,33,2015,8/18/2015 8:00:00 AM,0.526,0.018,2.492,0.967,0.174,0.087,0.148,0.724,1.098,1.746,0.666,1.66,3.55,8/11/2015
Tulare,33,2016,8/16/2016 8:00:00 AM,0.392,0.019,2.061,0.8,0.175,0.077,0.21,0.618,0.774,1.5,0.572,1.362,2.803,8/9/2016
Tulare,33,2017,8/22/2017 8:00:00 AM,0.527,0.02,2.222,0.862,0.221,0.138,0.584,0.798,1.728,1.347,0.514,2.308,3.915,8/15/2017
Tulare,33,2018,8/21/2018 8:00:00 AM,0.465,0.02,2.202,0.854,0.173,0.081,0.131,0.677,0.732,1.527,0.583,1.486,2.899,8/14/2018
Tulare,33,2019,8/20/2019 8:00:00 AM,0.352,0.017,1.689,0.655,0.127,0.074,0.171,0.514,0.687,1.291,0.493,1.22,2.349,8/13/2019
Tulare,33,2020,8/18/2020 8:00:00 AM,0.448,0.016,1.944,0.754,0.187,0.088,0.168,0.552,0.628,1.402,0.535,1.484,2.541,8/11/2020
Tulare,33,2021,8/17/2021 8:00:00 AM,0.548,0.023,2.038,0.791,0.194,0.095,0.195,0.6,0.794,1.298,0.495,1.382,2.799,8/10/2021
Tulare,33,2022,8/23/2022 8:00:00 AM,0.481,0.05,1.832,0.711,0.144,0.089,0.187,0.45,0.703,1.129,0.431,1.258,2.506,8/16/2022
Tulare,34,2015,8/25/2015 8:00:00 AM,0.62,0.023,2.784,1.08,0.321,0.132,0.459,0.915,1.84,1.672,0.638,2.157,4.58,8/18/2015
Tulare,34,2016,8/23/2016 8:00:00 AM,0.471,0.019,2.052,0.796,0.227,0.078,0.114,0.694,0.724,1.466,0.559,1.461,2.743,8/16/2016
Tulare,34,2017,8/29/2017 8:00:00 AM,0.459,0.016,1.73,0.671,0.18,0.089,0.196,0.649,0.736,1.051,0.401,1.652,2.438,8/22/2017
Tulare,34,2018,8/28/2018 8:00:00 AM,0.629,0.016,2.068,0.802,0.295,0.122,0.216,0.988,1.277,1.545,0.59,1.97,3.312,8/21/2018
Tulare,34,2019,8/27/2019 8:00:00 AM,0.34,0.016,2.418,0.938,0.121,0.069,0.153,0.497,0.658,1.741,0.664,1.264,3.037,8/20/2019
Tulare,34,2020,8/25/2020 8:00:00 AM,0.947,0.033,3.075,1.193,0.867,0.141,0.205,1.522,1.862,2.304,0.879,2.383,4.888,8/18/2020
Tulare,34,2021,8/24/2021 8:00:00 AM,0.915,0.047,1.593,0.618,0.375,0.194,0.608,0.77,2.069,1.196,0.456,1.708,3.636,8/17/2021
Tulare,34,2022,8/30/2022 8:00:00 AM,0.679,0.031,1.949,0.756,0.197,0.117,0.192,0.595,1.069,1.548,0.591,1.605,2.987,8/23/2022
Tulare,35,2015,9/1/2015 8:00,0.476,0.033,2.221,0.862,0.201,0.085,0.211,0.523,1.094,1.611,0.615,1.359,3.28,8/25/2015
Tulare,35,2016,8/30/2016 8:00:00 AM,0.46,0.016,2.181,0.846,0.199,0.085,0.184,0.679,0.931,1.522,0.581,1.475,3.077,8/23/2016
Tulare,35,2017,9/5/2017 8:00,0.82,0.015,1.956,0.759,0.288,0.096,0.12,0.462,0.578,1,0.382,1.466,2.503,8/29/2017
Tulare,35,2018,9/4/2018 8:00,0.551,0.024,2.049,0.795,0.258,0.122,0.366,0.682,1.465,1.273,0.486,1.727,3.481,8/28/2018
Tulare,35,2019,9/3/2019 8:00,0.359,0.015,2.478,0.962,0.172,0.076,0.165,0.395,0.683,1.866,0.712,1.162,3.121,8/27/2019
Tulare,35,2020,9/1/2020 8:00,0.586,0.02,1.928,0.748,0.323,0.093,0.16,0.872,0.963,1.326,0.506,1.628,2.86,8/25/2020
Tulare,35,2021,8/31/2021 8:00:00 AM,0.607,0.04,2.029,0.787,0.265,0.101,0.216,0.732,1.119,1.234,0.471,1.534,3.116,8/24/2021
Tulare,35,2022,9/6/2022 8:00,0.688,0.033,2.178,0.845,0.185,0.109,0.202,0.538,1.01,1.387,0.529,1.519,3.154,8/30/2022
Tulare,36,2015,9/8/2015 8:00,0.522,0.073,1.502,0.583,0.187,0.13,0.525,0.52,1.999,1.462,0.558,1.355,3.478,9/1/2015
Tulare,36,2016,9/6/2016 8:00,0.594,0.114,1.898,0.736,0.225,0.127,0.407,0.59,1.621,1.532,0.585,1.572,3.489,8/30/2016
Tulare,36,2017,9/12/2017 8:00,0.445,0.016,1.99,0.772,0.23,0.07,0.158,0.678,0.579,0.9,0.343,1.61,2.537,9/5/2017
Tulare,36,2018,9/11/2018 8:00,0.486,0.027,1.686,0.654,0.187,0.114,0.28,0.587,1.105,1.43,0.546,1.342,2.765,9/4/2018
Tulare,36,2019,9/10/2019 8:00,0.527,0.337,1.538,0.597,0.19,0.11,0.204,0.543,1.155,1.025,0.391,1.449,2.669,9/3/2019
Tulare,36,2020,9/8/2020 8:00,1.308,0.059,2.196,0.852,0.615,0.178,0.286,1.027,1.922,1.406,0.537,1.921,4.083,9/1/2020
Tulare,36,2021,9/7/2021 8:00,0.597,0.128,1.516,0.588,0.209,0.134,0.458,0.517,1.499,1.202,0.459,1.43,2.99,8/31/2021
Tulare,36,2022,9/13/2022 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,9/6/2022
Tulare,37,2015,9/15/2015 8:00:00 AM,0.66,0.028,2.256,0.875,0.276,0.095,0.134,0.564,1.119,1.373,0.524,1.611,3.339,9/8/2015
Tulare,37,2016,9/13/2016 8:00:00 AM,0.67,0.095,1.771,0.687,0.239,0.134,0.448,0.555,1.375,1.272,0.485,1.482,3.118,9/6/2016
Tulare,37,2017,9/19/2017 8:00:00 AM,0.389,0.033,1.663,0.645,0.182,0.101,0.432,0.612,1.585,0.811,0.31,1.402,3.221,9/12/2017
Tulare,37,2018,9/18/2018 8:00:00 AM,0.534,0.034,1.203,0.467,0.216,0.117,0.299,0.505,1.678,1.293,0.493,1.097,2.862,9/11/2018
Tulare,37,2019,9/17/2019 8:00:00 AM,0.262,0.029,1.169,0.454,0.107,0.061,0.154,0.284,0.64,0.894,0.341,0.72,1.791,9/10/2019
Tulare,37,2020,9/15/2020 8:00:00 AM,1.551,0.062,1.63,0.632,0.7,0.198,0.251,1.137,2.899,0.87,0.332,1.699,4.503,9/8/2020
Tulare,37,2021,9/14/2021 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,9/7/2021
Tulare,37,2022,9/20/2022 8:00:00 AM,0.468,0.075,1.059,0.411,0.161,0.107,0.36,0.44,1.416,0.664,0.253,1.173,2.458,9/13/2022
Tulare,38,2015,9/22/2015 8:00:00 AM,0.389,0.026,1.601,0.621,0.14,0.078,0.25,0.474,1.249,0.948,0.362,1.157,2.825,9/15/2015
Tulare,38,2016,9/20/2016 8:00:00 AM,0.578,0.135,0.978,0.379,0.211,0.132,0.542,0.476,1.633,0.759,0.29,1.234,2.596,9/13/2016
Tulare,38,2017,9/26/2017 8:00:00 AM,0.25,0.023,0.981,0.381,0.121,0.07,0.305,0.343,1.22,0.492,0.188,0.85,2.184,9/19/2017
Tulare,38,2018,9/25/2018 8:00:00 AM,0.264,0.016,1.696,0.658,0.094,0.063,0.156,0.281,0.744,1.314,0.501,0.689,2.413,9/18/2018
Tulare,38,2019,9/24/2019 8:00:00 AM,0.255,0.016,1.36,0.528,0.111,0.058,0.155,0.389,0.791,0.69,0.263,0.891,2.13,9/17/2019
Tulare,38,2020,9/22/2020 8:00:00 AM,1.599,0.062,1.506,0.584,0.717,0.202,0.243,1.16,3.105,0.753,0.287,1.649,4.587,9/15/2020
Tulare,38,2021,9/21/2021 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,9/14/2021
Tulare,38,2022,9/27/2022 8:00:00 AM,0.316,0.016,1.835,0.712,0.105,0.058,0.155,0.434,0.793,0.609,0.232,1.039,2.599,9/20/2022
Tulare,39,2015,9/29/2015 8:00:00 AM,0.432,0.016,1.935,0.751,0.142,0.086,0.287,0.561,1.266,1.296,0.495,1.328,3.171,9/22/2015
Tulare,39,2016,9/27/2016 8:00:00 AM,0.388,0.057,0.975,0.378,0.191,0.08,0.265,0.361,0.982,0.753,0.287,0.892,1.942,9/20/2016
Tulare,39,2017,10/3/2017 8:00,0.296,0.018,1.038,0.403,0.119,0.058,0.089,0.391,0.662,0.678,0.259,0.75,1.683,9/26/2017
Tulare,39,2018,10/2/2018 8:00,0.547,0.023,1.532,0.594,0.177,0.105,0.265,0.504,1.4,1.024,0.391,1.401,2.908,9/25/2018
Tulare,39,2019,10/1/2019 8:00,0.377,0.34,1.005,0.39,0.143,0.112,0.504,0.386,1.289,0.631,0.241,1.237,2.278,9/24/2019
Tulare,39,2020,9/29/2020 8:00:00 AM,0.76,0.036,1.798,0.698,0.344,0.114,0.24,0.851,1.651,0.953,0.364,1.223,3.42,9/22/2020
Tulare,39,2021,9/28/2021 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,9/21/2021
Tulare,39,2022,10/4/2022 8:00,0.655,0.03,2.035,0.79,0.206,0.112,0.18,0.758,1.862,1.099,0.419,1.603,3.864,9/27/2022
Tulare,40,2015,10/6/2015 8:00,0.624,0.179,1.88,0.729,0.234,0.142,0.505,0.519,2.792,1.176,0.449,1.339,4.642,9/29/2015
Tulare,40,2016,10/4/2016 8:00,0.501,0.107,0.885,0.343,0.157,0.093,0.23,0.404,1.149,0.73,0.279,0.934,2.019,9/27/2016
Tulare,40,2017,10/10/2017 8:00,0.548,0.145,0.556,0.216,0.171,0.113,0.336,0.443,1.36,0.591,0.226,0.855,1.907,10/3/2017
Tulare,40,2018,10/9/2018 8:00,0.126,0.016,1.472,0.571,0.125,0.03,0.061,0.494,1.015,0.332,0.127,0.811,2.464,10/2/2018
Tulare,40,2019,10/8/2019 8:00,0.311,0.048,1.018,0.395,0.177,0.071,0.24,0.387,1.126,0.543,0.207,0.83,2.128,10/1/2019
Tulare,40,2020,10/6/2020 8:00,0.907,0.033,1.705,0.662,0.437,0.099,0.093,1.252,1.877,0.944,0.36,1.262,3.555,9/29/2020
Tulare,40,2021,10/5/2021 8:00,-,-,-,-,-,-,-,-,-,-,-,-,-,9/28/2021
Tulare,40,2022,10/11/2022 8:00,0.445,0.016,1.818,0.705,0.14,0.08,0.145,0.496,1.001,0.779,0.297,1.18,2.79,10/4/2022
Tulare,41,2015,10/13/2015 8:00:00 AM,0.281,0.016,2.98,1.156,0.102,0.069,0.276,0.507,1.077,0.815,0.311,1.201,4.01,10/6/2015
Tulare,41,2016,10/11/2016 8:00,0.228,0.014,1.01,0.392,0.089,0.047,0.112,0.3,0.593,0.455,0.174,0.594,1.587,10/4/2016
Tulare,41,2017,10/17/2017 8:00:00 AM,0.477,0.031,0.981,0.381,0.196,0.072,0.139,0.617,1.29,0.552,0.211,0.841,2.255,10/10/2017
Tulare,41,2018,10/16/2018 8:00:00 AM,0.316,0.018,1.499,0.582,0.127,0.077,0.31,0.561,1.679,0.514,0.196,1.086,3.153,10/9/2018
Tulare,41,2019,10/15/2019 8:00:00 AM,0.31,0.023,1.247,0.484,0.138,0.071,0.101,0.363,0.784,0.791,0.302,0.671,2.01,10/8/2019
Tulare,41,2020,10/13/2020 8:00:00 AM,0.847,0.026,1.803,0.7,0.411,0.121,0.126,1.263,2.585,0.896,0.342,1.683,4.359,10/6/2020
Tulare,41,2021,10/12/2021 8:00,-,-,-,-,-,-,-,-,-,-,-,-,-,10/5/2021
Tulare,41,2022,10/18/2022 8:00:00 AM,0.592,0.033,1.405,0.545,0.171,0.097,0.143,0.763,1.943,0.779,0.297,1.255,3.326,10/11/2022
Tulare,42,2015,10/20/2015 8:00:00 AM,0.183,0.026,2.135,0.828,0.12,0.038,0.101,0.78,1.941,0.551,0.21,1.165,4.042,10/13/2015
Tulare,42,2016,10/18/2016 8:00:00 AM,0.546,0.086,1.56,0.605,0.182,0.095,0.313,0.4,1.309,0.849,0.324,1.336,2.844,10/11/2016
Tulare,42,2017,10/24/2017 8:00:00 AM,0.371,0.017,1.83,0.71,0.197,0.071,0.223,0.529,1.622,0.647,0.247,0.854,3.423,10/17/2017
Tulare,42,2018,10/23/2018 8:00:00 AM,0.294,0.014,1.256,0.487,0.13,0.052,0.067,0.446,0.757,0.576,0.22,0.721,1.993,10/16/2018
Tulare,42,2019,10/22/2019 8:00:00 AM,0.315,0.042,1.118,0.434,0.114,0.068,0.211,0.461,1.455,0.62,0.237,0.84,2.555,10/15/2019
Tulare,42,2020,10/20/2020 8:00:00 AM,0.636,0.019,1.555,0.603,0.227,0.087,0.082,0.841,1.317,0.693,0.264,1.136,2.848,10/13/2020
Tulare,42,2021,10/19/2021 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,10/12/2021
Tulare,42,2022,10/25/2022 8:00:00 AM,0.455,0.091,1.069,0.415,0.128,0.085,0.224,0.406,1.207,0.46,0.176,0.839,2.259,10/18/2022
