Parameter Name,Date Local,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,State Name,County Name
Carbon monoxide,2020-01-01,23,96.0,0.504348,1.0,0,,California,Alameda
Carbon monoxide,2020-01-02,23,96.0,0.526087,0.8,7,,California,Alameda
Carbon monoxide,2020-01-03,23,96.0,0.682609,1.1,21,,California,Alameda
Carbon monoxide,2020-01-04,23,96.0,0.513043,0.9,2,,California,Alameda
Carbon monoxide,2020-01-05,23,96.0,0.465217,0.9,1,,California,Alameda
Carbon monoxide,2020-01-06,23,96.0,0.543478,1.5,9,,California,Alameda
Carbon monoxide,2020-01-07,23,96.0,0.56087,1.9,8,,California,Alameda
Carbon monoxide,2020-01-08,23,96.0,0.426087,1.1,7,,California,Alameda
Carbon monoxide,2020-01-09,23,96.0,0.421739,0.7,19,,California,Alameda
Carbon monoxide,2020-01-10,22,92.0,0.422727,0.7,6,,California,Alameda
Carbon monoxide,2020-01-11,23,96.0,0.404348,0.7,19,,California,Alameda
Carbon monoxide,2020-01-12,23,96.0,0.356522,0.5,9,,California,Alameda
Carbon monoxide,2020-01-13,23,96.0,0.326087,0.7,6,,California,Alameda
Carbon monoxide,2020-01-14,23,96.0,0.330435,0.7,8,,California,Alameda
Carbon monoxide,2020-01-15,23,96.0,0.408696,0.7,8,,California,Alameda
Carbon monoxide,2020-01-16,23,96.0,0.334783,0.5,19,,California,Alameda
Carbon monoxide,2020-01-17,23,96.0,0.456522,0.9,8,,California,Alameda
Carbon monoxide,2020-01-18,23,96.0,0.317391,0.4,17,,California,Alameda
Carbon monoxide,2020-01-19,23,96.0,0.347826,0.5,19,,California,Alameda
Carbon monoxide,2020-01-20,23,96.0,0.6,0.9,19,,California,Alameda
Carbon monoxide,2020-01-21,23,96.0,0.404348,0.6,8,,California,Alameda
Carbon monoxide,2020-01-22,23,96.0,0.434783,0.8,7,,California,Alameda
Carbon monoxide,2020-01-23,23,96.0,0.443478,0.8,21,,California,Alameda
Carbon monoxide,2020-01-24,23,96.0,0.56087,0.9,6,,California,Alameda
Carbon monoxide,2020-01-25,23,96.0,0.478261,0.8,0,,California,Alameda
Carbon monoxide,2020-01-26,23,96.0,0.36087,0.5,1,,California,Alameda
Carbon monoxide,2020-01-27,23,96.0,0.456522,1.0,7,,California,Alameda
Carbon monoxide,2020-01-28,23,96.0,0.469565,0.7,20,,California,Alameda
Carbon monoxide,2020-01-29,23,96.0,0.547826,1.3,7,,California,Alameda
Carbon monoxide,2020-01-30,23,96.0,0.53913,0.9,22,,California,Alameda
Carbon monoxide,2020-01-31,23,96.0,0.682609,1.2,8,,California,Alameda
Carbon monoxide,2020-02-01,23,96.0,0.682609,1.1,5,,California,Alameda
Carbon monoxide,2020-02-02,23,96.0,0.365217,0.6,7,,California,Alameda
Carbon monoxide,2020-02-03,23,96.0,0.326087,0.7,7,,California,Alameda
Carbon monoxide,2020-02-04,23,96.0,0.33913,0.7,7,,California,Alameda
Carbon monoxide,2020-02-05,23,96.0,0.447826,0.8,6,,California,Alameda
Carbon monoxide,2020-02-06,23,96.0,0.552174,0.9,8,,California,Alameda
Carbon monoxide,2020-02-07,23,96.0,0.613043,1.1,8,,California,Alameda
Carbon monoxide,2020-02-08,23,96.0,0.369565,0.7,20,,California,Alameda
Carbon monoxide,2020-02-09,23,96.0,0.269565,0.5,0,,California,Alameda
Carbon monoxide,2020-02-10,23,96.0,0.46087,0.9,8,,California,Alameda
Carbon monoxide,2020-02-11,23,96.0,0.434783,1.0,7,,California,Alameda
Carbon monoxide,2020-02-12,23,96.0,0.543478,1.5,8,,California,Alameda
Carbon monoxide,2020-02-13,23,96.0,0.343478,0.6,2,,California,Alameda
Carbon monoxide,2020-02-14,23,96.0,0.369565,0.8,21,,California,Alameda
Carbon monoxide,2020-02-15,23,96.0,0.469565,0.8,7,,California,Alameda
Carbon monoxide,2020-02-16,23,96.0,0.33913,0.5,7,,California,Alameda
Carbon monoxide,2020-02-17,23,96.0,0.486957,1.1,7,,California,Alameda
Carbon monoxide,2020-02-18,23,96.0,0.373913,0.6,19,,California,Alameda
Carbon monoxide,2020-02-19,23,96.0,0.547826,1.2,7,,California,Alameda
Carbon monoxide,2020-02-20,23,96.0,0.521739,1.0,6,,California,Alameda
Carbon monoxide,2020-02-21,23,96.0,0.508696,0.9,8,,California,Alameda
Carbon monoxide,2020-02-22,23,96.0,0.421739,0.9,7,,California,Alameda
Carbon monoxide,2020-02-23,23,96.0,0.343478,0.5,19,,California,Alameda
Carbon monoxide,2020-02-24,23,96.0,0.456522,0.8,7,,California,Alameda
Carbon monoxide,2020-02-25,23,96.0,0.443478,0.9,6,,California,Alameda
Carbon monoxide,2020-02-26,23,96.0,0.517391,1.0,20,,California,Alameda
Carbon monoxide,2020-02-27,19,79.0,0.5,0.7,5,,California,Alameda
Carbon monoxide,2020-02-29,19,79.0,0.210526,0.4,7,,California,Alameda
Carbon monoxide,2020-03-01,23,96.0,0.269565,0.4,7,,California,Alameda
Carbon monoxide,2020-03-02,21,88.0,0.280952,0.5,19,,California,Alameda
Carbon monoxide,2020-03-03,22,92.0,0.413636,0.9,19,,California,Alameda
Carbon monoxide,2020-03-04,23,96.0,0.504348,1.2,7,,California,Alameda
Carbon monoxide,2020-03-05,22,92.0,0.309091,0.4,7,,California,Alameda
Carbon monoxide,2020-03-06,23,96.0,0.23913,0.3,6,,California,Alameda
Carbon monoxide,2020-03-07,23,96.0,0.3,0.5,23,,California,Alameda
Carbon monoxide,2020-03-08,23,96.0,0.378261,0.6,19,,California,Alameda
Carbon monoxide,2020-03-09,23,96.0,0.347826,0.7,6,,California,Alameda
Carbon monoxide,2020-03-10,23,96.0,0.321739,0.5,20,,California,Alameda
Carbon monoxide,2020-03-11,23,96.0,0.421739,0.9,7,,California,Alameda
Carbon monoxide,2020-03-12,23,96.0,0.434783,0.8,6,,California,Alameda
Carbon monoxide,2020-03-13,23,96.0,0.373913,0.7,5,,California,Alameda
Carbon monoxide,2020-03-14,23,96.0,0.308696,0.4,21,,California,Alameda
Carbon monoxide,2020-03-15,23,96.0,0.326087,0.5,20,,California,Alameda
Carbon monoxide,2020-03-16,23,96.0,0.317391,0.4,20,,California,Alameda
Carbon monoxide,2020-03-17,23,96.0,0.352174,0.5,5,,California,Alameda
Carbon monoxide,2020-03-18,23,96.0,0.356522,0.5,8,,California,Alameda
Carbon monoxide,2020-03-19,20,83.0,0.305,0.6,6,,California,Alameda
Carbon monoxide,2020-03-20,23,96.0,0.356522,0.5,5,,California,Alameda
Carbon monoxide,2020-03-21,23,96.0,0.321739,0.5,20,,California,Alameda
Carbon monoxide,2020-03-22,23,96.0,0.326087,0.6,20,,California,Alameda
Carbon monoxide,2020-03-23,23,96.0,0.226087,0.3,0,,California,Alameda
Carbon monoxide,2020-03-24,23,96.0,0.247826,0.4,23,,California,Alameda
Carbon monoxide,2020-03-25,23,96.0,0.278261,0.4,5,,California,Alameda
Carbon monoxide,2020-03-26,23,96.0,0.3,0.5,6,,California,Alameda
Carbon monoxide,2020-03-27,23,96.0,0.286957,0.5,6,,California,Alameda
Carbon monoxide,2020-03-28,23,96.0,0.330435,0.5,21,,California,Alameda
Carbon monoxide,2020-03-29,23,96.0,0.273913,0.3,0,,California,Alameda
Carbon monoxide,2020-03-30,23,96.0,0.243478,0.4,21,,California,Alameda
Carbon monoxide,2020-03-31,23,96.0,0.265217,0.4,4,,California,Alameda
Carbon monoxide,2020-04-01,23,96.0,0.308696,0.6,6,,California,Alameda
Carbon monoxide,2020-04-02,23,96.0,0.308696,0.6,6,,California,Alameda
Carbon monoxide,2020-04-03,23,96.0,0.3,0.6,6,,California,Alameda
Carbon monoxide,2020-04-04,23,96.0,0.291304,0.3,0,,California,Alameda
