Parameter Name,Date Local,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,State Name,County Name
PM2.5 - Local Conditions,2018-01-01,24,100.0,28.166667,63.0,4,,California,Alameda
PM2.5 - Local Conditions,2018-01-02,24,100.0,24.5,40.0,21,,California,Alameda
PM2.5 - Local Conditions,2018-01-03,23,96.0,39.086957,50.0,19,,California,Alameda
PM2.5 - Local Conditions,2018-01-04,24,100.0,20.916667,48.0,3,,California,Alameda
PM2.5 - Local Conditions,2018-01-05,24,100.0,5.583333,16.0,22,,California,Alameda
PM2.5 - Local Conditions,2018-01-06,24,100.0,6.625,24.0,22,,California,Alameda
PM2.5 - Local Conditions,2018-01-07,23,96.0,12.956522,33.0,6,,California,Alameda
PM2.5 - Local Conditions,2018-01-08,24,100.0,11.041667,26.0,0,,California,Alameda
PM2.5 - Local Conditions,2018-01-09,24,100.0,3.458333,9.0,21,,California,Alameda
PM2.5 - Local Conditions,2018-01-10,23,96.0,5.043478,11.0,22,,California,Alameda
PM2.5 - Local Conditions,2018-01-11,24,100.0,11.333333,28.0,21,,California,Alameda
PM2.5 - Local Conditions,2018-01-12,24,100.0,10.583333,38.0,22,,California,Alameda
PM2.5 - Local Conditions,2018-01-13,24,100.0,11.5,18.0,3,,California,Alameda
PM2.5 - Local Conditions,2018-01-14,24,100.0,17.708333,40.0,22,,California,Alameda
PM2.5 - Local Conditions,2018-01-15,20,83.0,22.75,36.0,1,,California,Alameda
PM2.5 - Local Conditions,2018-01-17,24,100.0,9.0,17.0,23,,California,Alameda
PM2.5 - Local Conditions,2018-01-18,24,100.0,7.25,20.0,2,,California,Alameda
PM2.5 - Local Conditions,2018-01-19,24,100.0,5.5,17.0,23,,California,Alameda
PM2.5 - Local Conditions,2018-01-20,24,100.0,9.916667,34.0,8,,California,Alameda
PM2.5 - Local Conditions,2018-01-21,24,100.0,9.791667,33.0,21,,California,Alameda
PM2.5 - Local Conditions,2018-01-22,24,100.0,6.0,22.0,19,,California,Alameda
PM2.5 - Local Conditions,2018-01-23,23,96.0,8.173913,18.0,19,,California,Alameda
PM2.5 - Local Conditions,2018-01-24,24,100.0,6.583333,17.0,11,,California,Alameda
PM2.5 - Local Conditions,2018-01-25,24,100.0,5.25,18.0,19,,California,Alameda
PM2.5 - Local Conditions,2018-01-26,24,100.0,8.166667,23.0,22,,California,Alameda
PM2.5 - Local Conditions,2018-01-27,24,100.0,6.708333,24.0,8,,California,Alameda
PM2.5 - Local Conditions,2018-01-28,24,100.0,4.708333,20.0,22,,California,Alameda
PM2.5 - Local Conditions,2018-01-29,23,96.0,13.608696,29.0,21,,California,Alameda
PM2.5 - Local Conditions,2018-01-30,24,100.0,11.791667,23.0,0,,California,Alameda
PM2.5 - Local Conditions,2018-01-31,24,100.0,10.0,19.0,7,,California,Alameda
PM2.5 - Local Conditions,2018-02-01,24,100.0,9.041667,17.0,8,,California,Alameda
PM2.5 - Local Conditions,2018-02-02,24,100.0,8.25,21.0,20,,California,Alameda
PM2.5 - Local Conditions,2018-02-03,24,100.0,6.958333,18.0,18,,California,Alameda
PM2.5 - Local Conditions,2018-02-04,24,100.0,6.541667,13.0,2,,California,Alameda
PM2.5 - Local Conditions,2018-02-05,23,96.0,7.26087,13.0,7,,California,Alameda
PM2.5 - Local Conditions,2018-02-06,24,100.0,3.0,7.0,0,,California,Alameda
PM2.5 - Local Conditions,2018-02-07,24,100.0,14.458333,38.0,18,,California,Alameda
PM2.5 - Local Conditions,2018-02-08,24,100.0,15.625,32.0,20,,California,Alameda
PM2.5 - Local Conditions,2018-02-09,24,100.0,9.708333,21.0,22,,California,Alameda
PM2.5 - Local Conditions,2018-02-10,24,100.0,5.958333,19.0,8,,California,Alameda
PM2.5 - Local Conditions,2018-02-11,23,96.0,5.608696,22.0,9,,California,Alameda
