State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Alameda,6,1,2022-01-01,59,Moderate,PM2.5,06-001-0009,6
California,Alameda,6,1,2022-01-02,60,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,2022-01-03,42,Good,PM2.5,06-001-0012,6
California,Alameda,6,1,2022-01-04,30,Good,NO2,06-001-2001,6
California,Alameda,6,1,2022-01-05,31,Good,PM2.5,06-001-0012,6
California,Alameda,6,1,2022-01-06,44,Good,PM2.5,06-001-0009,6
California,Alameda,6,1,2022-01-07,31,Good,Ozone,06-001-2001,6
California,Alameda,6,1,2022-01-08,43,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2022-01-09,59,Moderate,PM2.5,06-001-0007,6
California,Alameda,6,1,2022-01-10,61,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,2022-01-11,59,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,2022-01-12,80,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,2022-01-13,86,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2022-01-14,60,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2022-01-15,61,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2022-01-16,79,Moderate,PM2.5,06-001-0007,6
California,Alameda,6,1,2022-01-17,69,Moderate,PM2.5,06-001-0009,6
California,Alameda,6,1,2022-01-18,56,Moderate,PM2.5,06-001-0007,6
California,Alameda,6,1,2022-01-19,58,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,2022-01-20,61,Moderate,PM2.5,06-001-0009,6
California,Alameda,6,1,2022-01-21,51,Moderate,PM2.5,06-001-0009,6
California,Alameda,6,1,2022-01-22,36,Good,PM2.5,06-001-0007,6
California,Alameda,6,1,2022-01-23,70,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2022-01-24,66,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2022-01-25,59,Moderate,PM2.5,06-001-0015,6
