State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Alameda,6,1,2019-01-01,34,Good,NO2,06-001-0013,7
California,Alameda,6,1,2019-01-02,56,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2019-01-03,74,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-04,89,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2019-01-05,59,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2019-01-06,31,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-01-07,43,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-08,45,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2019-01-09,38,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-10,60,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-11,51,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2019-01-12,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-13,53,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-14,53,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2019-01-15,34,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-01-16,34,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-01-17,59,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-18,61,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-19,60,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-20,46,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-21,34,Good,NO2,06-001-0015,7
California,Alameda,6,1,2019-01-22,41,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-23,54,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-24,62,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-25,62,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-26,62,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2019-01-27,74,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-28,59,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-01-29,52,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2019-01-30,59,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2019-01-31,70,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2019-02-01,36,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-02,40,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-03,36,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-04,37,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-05,33,Good,NO2,06-001-0015,7
California,Alameda,6,1,2019-02-06,38,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,2019-02-07,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-02-08,51,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2019-02-09,39,Good,Ozone,06-001-0011,7
California,Alameda,6,1,2019-02-10,39,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-11,51,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2019-02-12,51,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2019-02-13,38,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-14,38,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-15,38,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-16,36,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-17,35,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-18,47,Good,PM2.5,06-001-0007,7
California,Alameda,6,1,2019-02-19,40,Good,NO2,06-001-0012,7
California,Alameda,6,1,2019-02-20,35,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-21,35,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-22,39,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-02-23,44,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-02-24,46,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-02-25,34,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-26,32,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-27,33,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-02-28,38,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-01,46,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-02,48,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-03,45,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-04,32,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-03-05,37,Good,PM2.5,06-001-0011,7
California,Alameda,6,1,2019-03-06,36,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-03-07,38,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-03-08,40,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-03-09,39,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-03-10,37,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-03-11,43,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-12,47,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-13,42,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2019-03-14,42,Good,NO2,06-001-2001,7
California,Alameda,6,1,2019-03-15,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-16,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-17,56,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-18,59,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-19,62,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-20,44,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2019-03-21,41,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-22,34,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-03-23,44,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2019-03-24,51,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-25,45,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-26,40,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-03-27,39,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-03-28,47,Good,NO2,06-001-0012,7
California,Alameda,6,1,2019-03-29,44,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-30,40,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-03-31,47,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-04-01,53,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-04-02,31,Good,Ozone,06-001-0013,7
California,Alameda,6,1,2019-04-03,29,Good,NO2,06-001-2001,7
California,Alameda,6,1,2019-04-04,31,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-04-05,36,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2019-04-06,41,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2019-04-07,39,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-04-08,38,Good,Ozone,06-001-0011,7
California,Alameda,6,1,2019-04-09,41,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2019-04-10,47,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-04-11,43,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-04-12,48,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-04-13,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-04-14,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2019-04-15,45,Good,PM2.5,06-001-0013,7
