State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Alameda,6,1,2017-01-01,54,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-02,42,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-03,36,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-04,40,Good,NO2,06-001-0012,6
California,Alameda,6,1,2017-01-05,48,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-06,51,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-07,39,Good,PM2.5,06-001-0007,6
California,Alameda,6,1,2017-01-08,33,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-01-09,39,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-01-10,40,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-01-11,41,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-12,38,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-13,52,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,2017-01-14,61,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-15,72,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-16,78,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-17,86,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-18,58,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-19,52,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-20,40,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-01-21,54,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-22,40,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-01-23,46,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-24,55,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-25,58,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-26,61,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-27,54,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-28,63,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-29,69,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-30,72,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-01-31,87,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-01,88,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-02,38,Good,PM2.5,06-001-0007,6
California,Alameda,6,1,2017-02-03,37,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-02-04,36,Good,Ozone,06-001-2005,5
California,Alameda,6,1,2017-02-05,36,Good,Ozone,06-001-2005,5
California,Alameda,6,1,2017-02-06,40,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-02-07,29,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-02-08,30,Good,PM2.5,06-001-0012,6
California,Alameda,6,1,2017-02-09,31,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-02-10,42,Good,NO2,06-001-0012,6
California,Alameda,6,1,2017-02-11,37,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-12,54,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-13,59,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-14,59,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-15,61,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-16,49,Good,PM2.5,06-001-0012,6
California,Alameda,6,1,2017-02-17,40,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-02-18,40,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-02-19,42,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-20,44,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-02-21,54,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-22,38,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-02-23,38,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-02-24,52,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-25,44,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-26,46,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-27,41,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-02-28,58,Moderate,PM2.5,06-001-0009,6
California,Alameda,6,1,2017-03-01,56,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-02,56,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-03,55,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-04,41,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-03-05,43,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-06,39,Good,NO2,06-001-2005,6
California,Alameda,6,1,2017-03-07,52,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-08,51,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-09,60,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-10,52,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-11,48,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-12,53,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-13,54,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-14,56,Moderate,PM2.5,06-001-0012,6
California,Alameda,6,1,2017-03-15,46,Good,PM2.5,06-001-0007,6
California,Alameda,6,1,2017-03-16,43,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-03-17,54,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-18,48,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-19,49,Good,PM2.5,06-001-0012,6
California,Alameda,6,1,2017-03-20,47,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-21,41,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-03-22,41,Good,Ozone,06-001-2005,6
California,Alameda,6,1,2017-03-23,46,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-24,53,Moderate,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-25,50,Good,PM2.5,06-001-0011,6
California,Alameda,6,1,2017-03-26,39,Good,Ozone,06-001-0011,6
California,Alameda,6,1,2017-03-27,52,Moderate,PM2.5,06-001-0011,6
