State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Alameda,6,1,2020-07-04,115,Unhealthy for Sensitive Groups,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-07-05,81,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-07-06,51,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2020-07-07,56,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-07-08,57,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-07-09,60,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-07-10,47,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-07-11,58,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-07-12,58,Moderate,Ozone,06-001-0013,7
California,Alameda,6,1,2020-07-13,60,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-07-14,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-07-15,39,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-16,36,Good,Ozone,06-001-0015,7
California,Alameda,6,1,2020-07-17,40,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-18,47,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-19,31,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-20,29,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-21,29,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-22,30,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-23,31,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-24,51,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-07-25,53,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-07-26,46,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-07-27,42,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-28,61,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-07-29,38,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-30,37,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-07-31,33,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-01,30,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-08-02,29,Good,Ozone,06-001-0013,7
California,Alameda,6,1,2020-08-03,48,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-08-04,46,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-08-05,51,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-08-06,48,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-08-07,57,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-08-08,54,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-08-09,53,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-10,43,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-11,41,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-12,44,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2020-08-13,67,Moderate,Ozone,06-001-0007,7
California,Alameda,6,1,2020-08-14,61,Moderate,Ozone,06-001-2001,7
California,Alameda,6,1,2020-08-15,64,Moderate,Ozone,06-001-0013,7
California,Alameda,6,1,2020-08-16,73,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-17,58,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-08-18,68,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-08-19,166,Unhealthy,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-20,157,Unhealthy,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-08-21,148,Unhealthy for Sensitive Groups,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-08-22,135,Unhealthy for Sensitive Groups,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-23,182,Unhealthy,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-08-24,158,Unhealthy,PM2.5,06-001-0015,6
California,Alameda,6,1,2020-08-25,94,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-26,59,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-27,51,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-08-28,97,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-08-29,81,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-08-30,71,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-08-31,76,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-01,74,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-09-02,67,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-09-03,96,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-04,71,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-05,129,Unhealthy for Sensitive Groups,Ozone,06-001-2001,7
California,Alameda,6,1,2020-09-06,166,Unhealthy,Ozone,06-001-2001,7
California,Alameda,6,1,2020-09-07,109,Unhealthy for Sensitive Groups,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-09-08,114,Unhealthy for Sensitive Groups,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-09-09,96,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-10,198,Unhealthy,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-11,243,Very Unhealthy,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-09-12,198,Unhealthy,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-09-13,189,Unhealthy,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-14,194,Unhealthy,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-09-15,97,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-09-16,36,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-09-17,27,Good,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-09-18,44,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-09-19,54,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-09-20,73,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-09-21,70,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-09-22,36,Good,Ozone,06-001-0013,7
California,Alameda,6,1,2020-09-23,32,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-24,35,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-25,56,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-26,54,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-09-27,63,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-09-28,78,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-09-29,87,Moderate,Ozone,06-001-0007,7
California,Alameda,6,1,2020-09-30,122,Unhealthy for Sensitive Groups,Ozone,06-001-0007,7
California,Alameda,6,1,2020-10-01,156,Unhealthy,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-02,185,Unhealthy,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-03,146,Unhealthy for Sensitive Groups,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-04,59,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-10-05,100,Moderate,Ozone,06-001-2001,7
California,Alameda,6,1,2020-10-06,72,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-07,90,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-10-08,69,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-10-09,23,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-10,28,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-11,51,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-10-12,54,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-10-13,55,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-14,56,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-10-15,58,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-10-16,43,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-10-17,61,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-10-18,61,Moderate,Ozone,06-001-2001,7
California,Alameda,6,1,2020-10-19,56,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-10-20,55,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-10-21,58,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-10-22,59,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-10-23,54,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-24,54,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-25,53,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-10-26,60,Moderate,NO2,06-001-0015,7
California,Alameda,6,1,2020-10-27,52,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-10-28,65,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-10-29,77,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2020-10-30,80,Moderate,Ozone,06-001-0007,7
California,Alameda,6,1,2020-10-31,80,Moderate,Ozone,06-001-2001,7
California,Alameda,6,1,2020-11-01,81,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-11-02,72,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-11-03,59,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-11-04,48,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-11-05,53,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-11-06,37,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2020-11-07,37,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-11-08,54,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-11-09,48,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-11-10,42,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-11-11,47,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-11-12,57,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-11-13,44,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-11-14,54,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-11-15,61,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-11-16,57,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-11-17,47,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-11-18,32,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-11-19,43,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-11-20,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-11-21,67,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2020-11-22,70,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-11-23,44,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-11-24,50,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-11-25,38,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-11-26,46,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-11-27,54,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2020-11-28,63,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2020-11-29,85,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-11-30,64,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-12-01,64,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2020-12-02,62,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2020-12-03,82,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-12-04,100,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-12-05,85,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2020-12-06,72,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2020-12-07,47,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-12-08,56,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-12-09,75,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-12-10,71,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2020-12-11,44,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-12-12,38,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-12-13,41,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2020-12-14,44,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-12-15,56,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2020-12-16,69,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-12-17,47,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2020-12-18,48,Good,PM2.5,06-001-0013,6
California,Alameda,6,1,2020-12-19,62,Moderate,PM2.5,06-001-0015,6
California,Alameda,6,1,2020-12-20,70,Moderate,PM2.5,06-001-0012,6
