State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Alameda,6,1,2021-01-01,81,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2021-01-02,62,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-01-03,61,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2021-01-04,49,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-01-05,40,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-01-06,56,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-01-07,58,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-01-08,58,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-01-09,58,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2021-01-10,64,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-01-11,66,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-01-12,68,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-01-13,59,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2021-01-14,60,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2021-01-15,60,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2021-01-16,66,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2021-01-17,56,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2021-01-18,46,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2021-01-19,34,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-01-20,64,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2021-01-21,55,Moderate,PM2.5,06-001-0011,7
California,Alameda,6,1,2021-01-22,41,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,2021-01-23,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-01-24,34,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-01-25,34,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-01-26,34,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-01-27,37,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-01-28,37,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-01-29,34,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-01-30,51,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2021-01-31,53,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-02-01,38,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-02,33,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-02-03,35,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-02-04,42,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-02-05,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-06,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-07,60,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2021-02-08,62,Moderate,PM2.5,06-001-0009,7
California,Alameda,6,1,2021-02-09,52,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-02-10,41,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-11,42,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2021-02-12,33,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-02-13,41,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2021-02-14,39,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-15,38,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2021-02-16,46,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-17,37,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-02-18,40,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-19,34,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-02-20,38,Good,PM2.5,06-001-0009,7
California,Alameda,6,1,2021-02-21,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-22,47,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-23,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-24,42,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-02-25,39,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-02-26,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-27,47,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-02-28,39,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-03-01,47,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-02,55,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2021-03-03,56,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-04,54,Moderate,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-03-05,48,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-06,39,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-03-07,40,Good,Ozone,06-001-0009,7
California,Alameda,6,1,2021-03-08,48,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-03-09,40,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-03-10,39,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-03-11,40,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2021-03-12,46,Good,PM2.5,06-001-0012,7
California,Alameda,6,1,2021-03-13,44,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-03-14,40,Good,Ozone,06-001-0013,7
California,Alameda,6,1,2021-03-15,39,Good,PM2.5,06-001-0007,7
California,Alameda,6,1,2021-03-16,43,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-17,37,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-18,37,Good,PM2.5,06-001-0015,7
California,Alameda,6,1,2021-03-19,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-20,46,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-21,38,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-22,49,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-23,42,Good,Ozone,06-001-2001,7
California,Alameda,6,1,2021-03-24,53,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-25,48,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-26,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-27,59,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-28,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-29,58,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-30,54,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-03-31,58,Moderate,Ozone,06-001-2001,7
California,Alameda,6,1,2021-04-01,84,Moderate,Ozone,06-001-0007,7
California,Alameda,6,1,2021-04-02,55,Moderate,PM2.5,06-001-0012,7
California,Alameda,6,1,2021-04-03,51,Moderate,PM2.5,06-001-0007,7
California,Alameda,6,1,2021-04-04,42,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2021-04-05,40,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-06,56,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-07,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-08,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-09,58,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-10,55,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-11,68,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-12,76,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-13,73,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-14,69,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-15,64,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-16,58,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-17,62,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-18,63,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-19,61,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-20,61,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-21,72,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-22,64,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-23,64,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-24,43,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-25,48,Good,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-26,39,Good,Ozone,06-001-0007,7
California,Alameda,6,1,2021-04-27,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-28,58,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-29,54,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-04-30,52,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-05-01,53,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-05-02,65,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-05-03,70,Moderate,PM2.5,06-001-0013,7
California,Alameda,6,1,2021-05-04,69,Moderate,PM2.5,06-001-0013,7
