Year,State,Avg CO2,Avg NO2,Avg Ozone,Avg PM10,Avg PM2.5,Avg SO2
2022,Alabama,0.1930113672131147,8.587423448324023,0.0281063330062794,18.216705157813703,8.124650213819226,0.6065182864265929
2022,Alaska,0.3054610007824726,,0.0255695211678832,12.82899461400359,6.893902580246913,2.553006791225416
2022,Arizona,0.2854956327691086,13.151871635860722,0.0377679709863391,28.293929539295394,7.571739479331019,0.6175643430945785
2022,Arkansas,0.3666883602739726,7.312560494475138,0.0281229760665972,15.64467005076142,8.482387854945054,0.5897256931506849
2022,California,0.3106080696916655,9.538491798075812,0.0322957905660046,28.442418532476168,8.415187423636405,0.4787631186697358
2022,Colorado,0.2695144274496973,8.501320628393325,0.0406181415571975,22.34479768786127,6.074755660478577,0.7100651721335268
2022,Connecticut,0.2313905258358662,10.239631560278744,0.0344624893346068,13.432734765969974,6.496890728445704,0.1696937894736842
2022,Country Of Mexico,,,0.0296125025906735,49.91279069767442,14.547789892231403,
2022,Delaware,0.2370346163194444,9.431198867052023,0.0312714511343804,,6.751276976563434,0.2471616041297935
2022,District Of Columbia,0.3575249006849315,10.976156260448214,0.0272920638063806,13.826330532212886,7.690011161558961,0.657734021978022
2022,Florida,0.2566650637182637,7.993885902345743,0.0287978929414077,18.432371569317382,7.174738938270545,1.0074454290148018
2022,Georgia,0.4455007287308228,13.346776490583805,0.0290153089048106,18.11832061068702,8.915110136158624,0.9311805676477298
2022,Hawaii,0.0891182546542553,4.887447263005781,0.0224316705882352,13.76027397260274,3.675949240210652,1.7234665624401149
2022,Idaho,0.197205706849315,9.979629148351648,0.036194107617051,21.986146741918933,10.224204946996467,1.8607204582568808
2022,Illinois,0.2467653089033659,12.194191373856707,0.0323444460263493,30.878362573099416,8.304322464123365,0.854446474801328
2022,Indiana,0.1868550328258801,6.883165693450743,0.0301408898961836,20.83056994818653,8.91284522199845,0.7914806002801477
2022,Iowa,0.1784145105782792,3.71890347887324,0.0321869723046488,25.40357660705655,7.700067744518979,0.7156355737051793
2022,Kansas,0.1369075691964285,4.138091447191012,0.0325943484992101,26.64717674574006,8.582895525780996,0.5958489172932331
2022,Kentucky,0.2328126933085502,7.044882464738509,0.0322240975318471,17.441299790356393,7.886659578007688,0.7578147620697621
2022,Louisiana,0.2978217467948718,5.4872031693522905,0.0273658215239791,18.6945889698231,8.622279900252526,0.9927034898889768
2022,Maine,0.1457774811320754,4.513614195422536,0.030227562720403,11.36405529953917,4.34376320094086,0.0463608901581722
2022,Maryland,0.1822764047703809,9.384686257089726,0.0321854528946422,9.549295774647888,6.477761180000001,0.2574233188913666
2022,Massachusetts,0.2648115628476084,7.758980923296191,0.0306275752679819,11.821818181818182,6.345775537575502,0.2686787582236842
2022,Michigan,0.3182426035558328,9.302287566334993,0.0323859969340827,20.518915299631736,8.883966330226365,1.139443296759941
2022,Minnesota,0.2719779743968488,6.926355167125804,0.031555440967283,19.36100746268657,5.691856643743188,0.6364115210303884
2022,Mississippi,0.0673975185185185,3.1271739752066114,0.030826500935979,19.54945054945055,8.545168226376788,0.3104279544827586
2022,Missouri,0.2545113813675998,8.24269278895648,0.0346146938939475,25.10993598664069,7.976484534631001,4.282077706402439
2022,Montana,0.1649479337175792,1.3745377688906752,0.0321845359477124,16.94551724137931,6.864986996596614,0.6007954996568291
2022,Nebraska,0.2031905028129395,,0.0338518272425249,22.778718258766627,5.206124098088303,0.651121551724138
2022,Nevada,0.2876027280478955,13.472401117071264,0.0366459850967007,28.666666666666668,6.112818506935041,0.56618804
2022,New Hampshire,0.1447298214285714,2.0539381084745765,0.0308475058678196,12.06030855539972,4.981792411485775,1.0130544071834993
2022,New Jersey,0.3767451774076756,11.93261703402325,0.0297228639733135,15.534615384615384,7.282209849780523,0.4136713507828562
2022,New Mexico,0.2171505845951283,5.976910969727548,0.0363867807345807,31.03537586860392,6.6583597649670585,0.2810432375617792
2022,New York,0.2232814505081442,11.30726659238364,0.0308617217617097,12.444055944055943,6.423404592606149,0.5404686305045872
2022,North Carolina,0.2632585889423077,6.0957135606544295,0.0320133520299686,13.560229445506693,7.148187974705129,0.2505241945187166
2022,North Dakota,0.1489835833333333,2.3932810893736804,0.0312119077791718,15.465433300876338,5.899170300988516,1.0117377097879905
2022,Ohio,0.2222673102441059,9.43374312939297,0.0330471150305562,18.08905992303464,8.471608951833572,0.5678748408353995
2022,Oklahoma,0.3221883508695652,7.5758477994207105,0.0361912155529762,21.376463700234197,8.562077474355872,0.2713931940524194
2022,Oregon,0.194775797250859,8.420920136363636,0.025266343076923,18.248500428449013,10.589600878538512,0.5550935818431912
2022,Pennsylvania,0.3022177342773844,7.355494031691199,0.0315035693015895,15.030829459261073,8.058445325410494,0.833149407959125
2022,Puerto Rico,0.2096604339296018,5.198880204,0.0130816876227897,23.61938958707361,6.294263862332696,0.607838696054254
2022,Rhode Island,0.2224496931540342,6.2150044184491975,0.0330156777893639,9.716101694915254,5.2052635169312165,0.1711941652892561
2022,South Carolina,0.1574386176046176,4.755870568741893,0.0294310600614802,15.85189718482252,7.653025895231214,0.1718995921647413
2022,South Dakota,0.1827113708791209,2.817756562157221,0.0347621674679487,19.43871423525256,4.730810716758579,0.1969070926940639
2022,Tennessee,0.2567267191926345,7.013852310995445,0.0323263632506527,18.231593995711226,7.518642443019128,0.8923781313989638
2022,Texas,0.2766064215672178,6.634310474307159,0.0303394128476149,31.07650273224044,8.700590033646751,0.9510307425379884
2022,Utah,0.1971803336621941,7.971551486066392,0.0368413941350055,22.426927502876868,7.164534970106795,0.8335247633587786
