Year,State,Avg CO2,Avg NO2,Avg Ozone,Avg PM10,Avg PM2.5,Avg SO2,Asthma Prevalence%
2015,Ohio,0.253146778,12.46824215,0.032110617,20.05160706,10.45773641,1.345454063,14.1
2015,Oklahoma,0.225866466,8.072638712,0.031319936,18.40318494,7.907620366,0.807759421,14.3
2015,Oregon,0.355535916,11.57260963,0.027376705,13.33388158,8.061436865,0.466264526,17.9
2015,Pennsylvania,0.26168416,8.854361189,0.029572719,17.03326891,10.38855523,1.536830907,15.0
2015,Rhode Island,0.419062078,11.27981748,0.032885181,15.35172414,7.390510306,0.344461582,16.0
2015,South Carolina,0.155059996,6.394097528,0.028871518,15.50798344,7.893651688,0.27922538,13.0
2015,South Dakota,0.197780182,3.930291298,0.031915548,18.64962189,6.577962714,0.714036246,12.5
2015,Tennessee,0.289519465,9.379259039,0.031249427,22.41190865,8.554125483,1.585810358,14.5
2015,Texas,0.245436471,6.814755649,0.027959786,23.2097171,9.386924216,0.354725722,12.0
2015,Utah,0.407731453,7.6597567,0.037429011,18.9691165,7.032340511,0.332083529,14.0
2015,Vermont,0.164824945,7.213904718,0.032510411,10.74074074,6.410651728,0.328195105,16.2
2015,Virginia,0.284552976,7.834043868,0.031695363,12.64655172,8.327391091,0.522382114,12.3
2015,Washington,0.356437461,13.17289125,0.029303919,20.6558497,7.385390895,0.506760822,14.8
2015,West Virginia,0.25583284,,0.029867619,13.19619706,9.556501951,2.123529773,15.1
2015,Wisconsin,0.246073004,8.319401743,0.033507831,12.20560191,7.770575916,1.465792211,13.0
2015,Wyoming,0.079635865,2.902511869,0.037539683,15.12125834,4.153884245,1.378133077,13.5
2016,Alabama,0.338759256,11.79483504,0.029741683,18.01289462,8.732131477,1.081639057,14.9
2016,Alaska,0.492113975,13.42687065,0.0242728,17.98033217,5.882616084,5.763886798,14.2
2016,Arizona,0.361875787,14.84792255,0.035532745,31.70077546,7.550430576,2.591677652,14.6
2016,Arkansas,0.29559319,7.633054793,0.030129694,18.01421801,8.841961308,0.990759242,14.3
2016,California,0.326836314,9.564280628,0.032565145,26.50420039,8.716727655,0.542670734,12.8
2016,Colorado,0.35853275,12.15733249,0.03892648,19.00910205,6.599620682,1.388772276,13.7
2016,Connecticut,0.26480691,12.61400479,0.035056603,11.94992948,7.115459878,0.342743561,15.6
2016,Delaware,0.25873792,11.62805707,0.030867294,,7.741311001,0.336371373,12.8
2016,District of Columbia,0.479249147,13.41809926,0.027184809,16.56456456,9.243177206,0.920205199,15.2
2016,Florida,0.332053883,6.534738816,0.029697654,16.25269438,7.129948868,0.531194225,11.0
2016,Georgia,0.554942624,15.64705496,0.032385894,16.43897638,9.239444822,1.27561846,13.4
2016,Hawaii,0.374009054,3.539565839,0.024706863,15.59905213,7.051000808,10.18946121,17.3
2016,Idaho,0.295968733,9.863433346,0.033115855,16.61111111,7.089059005,1.545016461,12.6
2016,Illinois,0.223739717,13.93883669,0.029889609,21.25837321,8.399535299,1.23020375,14.2
2016,Indiana,0.307246647,8.241464895,0.032031951,18.60040161,8.758948541,1.438923028,14.4
2016,Iowa,0.210812861,5.427263251,0.030263546,22.74714612,7.604273348,0.590938119,12.1
2016,Kansas,0.225583312,5.000632087,0.030219954,19.02768045,5.902590185,0.850573798,13.1
2016,Kentucky,0.260282172,6.552561715,0.031430902,15.32252085,8.570520882,0.572510405,15.2
2016,Louisiana,0.370974104,6.830439986,0.027137087,18.5014245,9.105282101,1.86050716,14.2
2016,Maine,0.190982674,3.591536769,0.029341778,11.75429975,5.981377051,0.478177648,16.7
2016,Maryland,0.200422631,11.54830646,0.033345936,12.42718447,7.571902271,0.628233729,14.0
2016,Massachusetts,0.244499557,8.754542367,0.031007035,11.9573991,5.947891152,0.74753463,15.3
2016,Michigan,0.324894942,10.15115091,0.032908757,21.47579864,8.225499008,1.149594253,16.3
2016,Minnesota,0.203695442,7.911896615,0.027041937,20.15861619,5.731446676,0.982289953,11.2
2016,Mississippi,0.225235265,5.389913907,0.030731074,17.10185185,8.150146628,0.302316038,12.7
2016,Missouri,0.295560666,10.10426864,0.031292348,19.73491124,7.846196879,1.042235079,14.4
2016,Montana,0.194022801,1.130731942,0.029841439,15.93962704,6.256839235,0.687859854,12.8
2016,Nebraska,0.306272616,,0.031079145,21.91158537,7.365784166,0.662222267,12.4
2016,Nevada,0.322807248,16.3317591,0.036507109,18.94076875,6.879713412,0.475455888,11.6
2016,New Hampshire,0.161387666,3.022061863,0.030598509,9.530434783,5.206948162,0.748572091,16.4
2016,New Jersey,0.314772723,13.61024083,0.029425954,20.35915493,8.624228548,0.270573771,12.0
2016,New Mexico,0.219293032,5.859474761,0.036240079,27.27543036,7.389660137,0.389011701,16.3
2016,New York,0.226451229,12.10227629,0.030222559,,6.111418285,0.424143903,13.8
2016,North Carolina,0.244815574,6.900013469,0.033131261,11.99515829,8.363288751,0.172157231,12.5
